source_record_id,business_id,bank_name,account_id,transaction_date,posting_date,transaction_description,transaction_reference,debit_amount,credit_amount,balance_after_transaction,currency,source_file,transaction_date_std,posting_date_std,missing_transaction_reference,missing_balance_after_transaction,net_amount,posting_delay_days,delayed_posting_flag,description_normalized,possible_sign_inconsistency,is_reversal,is_duplicate,duplicate_group_size
BT_0000037,SME_001,Standard Bank,ACC-95822412,07/01/2024,07/01/2024,POS SETTLEMENT - DAILY SALES,REF914763202,,538.43,98870.9,ZAR,standard_bank_statement_export.csv,2024-01-07,2024-01-07,False,False,538.43,0,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000038,SME_001,Standard Bank,ACC-95822412,07 Jan 2024,10 Jan 2024,POS SETTLEMENT - DAILY SALES,REF965241839,,580.61,99451.51,ZAR,standard_bank_statement_export.csv,2024-01-07,2024-01-10,False,False,580.61,3,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000039,SME_001,Standard Bank,ACC-95822412,07/01/2024,2024-01-09,POS SETTLEMENT - DAILY SALES,REF271432881,,365.34,99816.85,ZAR,standard_bank_statement_export.csv,2024-01-07,2024-01-09,False,False,365.34,2,False,POS SETTLEMENT   DAILY SALES,False,False,False,2
BT_0000040,SME_001,Standard Bank,ACC-95822412,07 Jan 2024,2024-01-07,POS SETTLEMENT - DAILY SALES,REF849621470,,180.39,99997.24,ZAR,standard_bank_statement_export.csv,2024-01-07,2024-01-07,False,False,180.39,0,False,POS SETTLEMENT   DAILY SALES,False,False,False,2
BT_0000041,SME_001,Standard Bank,ACC-95822412,08 Jan 2024,08 Jan 2024,POS SETTLEMENT - DAILY SALES,REF553778756,,1053.9,101051.14,ZAR,standard_bank_statement_export.csv,2024-01-08,2024-01-08,False,False,1053.9,0,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000042,SME_001,Standard Bank,ACC-95822412,08 Jan 2024,2024-01-09,POS SETTLEMENT - DAILY SALES,REF465341213,,238.07,101289.21,ZAR,standard_bank_statement_export.csv,2024-01-08,2024-01-09,False,False,238.07,1,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000043,SME_001,Standard Bank,ACC-95822412,2024-01-08,2024-01-10,POS SETTLEMENT - DAILY SALES,,,417.94,,ZAR,standard_bank_statement_export.csv,2024-01-08,2024-01-10,True,True,417.94,2,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000044,SME_001,Standard Bank,ACC-95822412,08/01/2024,11/01/2024,POS SETTLEMENT - DAILY SALES,REF266944844,,257.34,101964.49,ZAR,standard_bank_statement_export.csv,2024-01-08,2024-01-11,False,False,257.34,3,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000045,SME_001,Standard Bank,ACC-95822412,08 Jan 2024,10/01/2024,POS SETTLEMENT - DAILY SALES,REF331191390,,294.9,102259.39,ZAR,standard_bank_statement_export.csv,2024-01-08,2024-01-10,False,False,294.9,2,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000046,SME_001,Standard Bank,ACC-95822412,09/01/2024,2024-01-09,POS SETTLEMENT - DAILY SALES,REF919795579,,171.77,102431.16,ZAR,standard_bank_statement_export.csv,2024-01-09,2024-01-09,False,False,171.77,0,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000047,SME_001,Standard Bank,ACC-95822412,09/01/2024,2024-01-09,POS SETTLEMENT - DAILY SALES,REF461415646,,259.32,102690.48,ZAR,standard_bank_statement_export.csv,2024-01-09,2024-01-09,False,False,259.32,0,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000048,SME_001,Standard Bank,ACC-95822412,09 Jan 2024,10/01/2024,POS SETTLEMENT - DAILY SALES,REF209747451,,89.83,102780.31,ZAR,standard_bank_statement_export.csv,2024-01-09,2024-01-10,False,False,89.83,1,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000049,SME_001,Standard Bank,ACC-95822412,09 Jan 2024,10 Jan 2024,POS SETTLEMENT - DAILY SALES,REF199585092,,439.19,103219.5,ZAR,standard_bank_statement_export.csv,2024-01-09,2024-01-10,False,False,439.19,1,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000050,SME_001,Standard Bank,ACC-95822412,2024-01-09,09 Jan 2024,POS SETTLEMENT - DAILY SALES,REF507943839,,184.79,103404.29,ZAR,standard_bank_statement_export.csv,2024-01-09,2024-01-09,False,False,184.79,0,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000051,SME_001,Standard Bank,ACC-95822412,09 Jan 2024,10 Jan 2024,POS SETTLEMENT - DAILY SALES,REF203848421,,1143.8,104548.09,ZAR,standard_bank_statement_export.csv,2024-01-09,2024-01-10,False,False,1143.8,1,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000052,SME_001,Standard Bank,ACC-95822412,09/01/2024,10/01/2024,POS SETTLEMENT - DAILY SALES,REF485451171,,211.55,104759.64,ZAR,standard_bank_statement_export.csv,2024-01-09,2024-01-10,False,False,211.55,1,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000053,SME_001,Standard Bank,ACC-95822412,09/01/2024,2024-01-10,POS SETTLEMENT - DAILY SALES,REF469319644,,321.13,105080.77,ZAR,standard_bank_statement_export.csv,2024-01-09,2024-01-10,False,False,321.13,1,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000054,SME_001,Standard Bank,ACC-95822412,2024-01-10,11 Jan 2024,POS SETTLEMENT - DAILY SALES,REF748245888,,103.29,105184.06,ZAR,standard_bank_statement_export.csv,2024-01-10,2024-01-11,False,False,103.29,1,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000055,SME_001,Standard Bank,ACC-95822412,10 Jan 2024,2024-01-11,POS SETTLEMENT - DAILY SALES,REF384027113,,931.23,106115.29,ZAR,standard_bank_statement_export.csv,2024-01-10,2024-01-11,False,False,931.23,1,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000056,SME_001,Standard Bank,ACC-95822412,10/01/2024,2024-01-10,POS SETTLEMENT - DAILY SALES,REF966647391,,649.49,106764.78,ZAR,standard_bank_statement_export.csv,2024-01-10,2024-01-10,False,False,649.49,0,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000057,SME_001,Standard Bank,ACC-95822412,10/01/2024,13/01/2024,POS SETTLEMENT - DAILY SALES,REF146654552,,945.84,107710.62,ZAR,standard_bank_statement_export.csv,2024-01-10,2024-01-13,False,False,945.84,3,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000058,SME_001,Standard Bank,ACC-95822412,10/01/2024,10/01/2024,POS SETTLEMENT - DAILY SALES,,,494.05,108204.67,ZAR,standard_bank_statement_export.csv,2024-01-10,2024-01-10,True,False,494.05,0,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000059,SME_001,Standard Bank,ACC-95822412,10/01/2024,2024-01-12,POS SETTLEMENT - DAILY SALES,REF593303705,,754.37,108959.04,ZAR,standard_bank_statement_export.csv,2024-01-10,2024-01-12,False,False,754.37,2,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000060,SME_001,Standard Bank,ACC-95822412,11/01/2024,11 Jan 2024,POS SETTLEMENT - DAILY SALES,REF675770529,,1355.52,110314.56,ZAR,standard_bank_statement_export.csv,2024-01-11,2024-01-11,False,False,1355.52,0,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000061,SME_001,Standard Bank,ACC-95822412,11 Jan 2024,12/01/2024,POS SETTLEMENT - DAILY SALES,REF234031070,,589.07,110903.63,ZAR,standard_bank_statement_export.csv,2024-01-11,2024-01-12,False,False,589.07,1,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000062,SME_001,Standard Bank,ACC-95822412,2024-01-12,15/01/2024,POS SETTLEMENT - DAILY SALES,REF506448196,,112.48,111016.11,ZAR,standard_bank_statement_export.csv,2024-01-12,2024-01-15,False,False,112.48,3,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000063,SME_001,Standard Bank,ACC-95822412,12 Jan 2024,12/01/2024,POS SETTLEMENT - DAILY SALES,REF184611066,,213.92,111230.03,ZAR,standard_bank_statement_export.csv,2024-01-12,2024-01-12,False,False,213.92,0,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000064,SME_001,Standard Bank,ACC-95822412,2024-01-12,17 Jan 2024,POS SETTLEMENT - DAILY SALES,REF692749116,,769.46,111999.49,ZAR,standard_bank_statement_export.csv,2024-01-12,2024-01-17,False,False,769.46,5,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000065,SME_001,Standard Bank,ACC-95822412,12/01/2024,2024-01-12,POS SETTLEMENT - DAILY SALES,REF414797776,,344.02,112343.51,ZAR,standard_bank_statement_export.csv,2024-01-12,2024-01-12,False,False,344.02,0,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000066,SME_001,Standard Bank,ACC-95822412,2024-01-12,12/01/2024,POS SETTLEMENT - DAILY SALES,REF990566476,,2068.93,114412.44,ZAR,standard_bank_statement_export.csv,2024-01-12,2024-01-12,False,False,2068.93,0,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000067,SME_001,Standard Bank,ACC-95822412,2024-01-12,2024-01-15,POS SETTLEMENT - DAILY SALES,REF774996843,,447.67,114860.11,ZAR,standard_bank_statement_export.csv,2024-01-12,2024-01-15,False,False,447.67,3,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000068,SME_001,Standard Bank,ACC-95822412,2024-01-12,14/01/2024,POS SETTLEMENT - DAILY SALES,REF764130526,,176.73,,ZAR,standard_bank_statement_export.csv,2024-01-12,2024-01-14,False,True,176.73,2,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000069,SME_001,Standard Bank,ACC-95822412,12 Jan 2024,12 Jan 2024,POS SETTLEMENT - DAILY SALES,REF488302652,,818.32,115855.16,ZAR,standard_bank_statement_export.csv,2024-01-12,2024-01-12,False,False,818.32,0,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000070,SME_001,Standard Bank,ACC-95822412,13 Jan 2024,2024-01-18,POS SETTLEMENT - DAILY SALES,REF719927151,,377.87,116233.03,ZAR,standard_bank_statement_export.csv,2024-01-13,2024-01-18,False,False,377.87,5,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000071,SME_001,Standard Bank,ACC-95822412,13/01/2024,14/01/2024,POS SETTLEMENT - DAILY SALES,REF306468299,,704.2,116937.23,ZAR,standard_bank_statement_export.csv,2024-01-13,2024-01-14,False,False,704.2,1,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000072,SME_001,Standard Bank,ACC-95822412,2024-01-13,13/01/2024,POS SETTLEMENT - DAILY SALES,REF856528252,,287.03,117224.26,ZAR,standard_bank_statement_export.csv,2024-01-13,2024-01-13,False,False,287.03,0,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000073,SME_001,Standard Bank,ACC-95822412,2024-01-13,16 Jan 2024,POS SETTLEMENT - DAILY SALES,REF174684276,,721.14,117945.4,ZAR,standard_bank_statement_export.csv,2024-01-13,2024-01-16,False,False,721.14,3,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000074,SME_001,Standard Bank,ACC-95822412,2024-01-13,13/01/2024,POS SETTLEMENT - DAILY SALES,REF149203558,,183.55,118128.95,ZAR,standard_bank_statement_export.csv,2024-01-13,2024-01-13,False,False,183.55,0,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000075,SME_001,Standard Bank,ACC-95822412,2024-01-14,2024-01-14,POS SETTLEMENT - DAILY SALES,REF810026086,,272.07,118401.02,ZAR,standard_bank_statement_export.csv,2024-01-14,2024-01-14,False,False,272.07,0,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000076,SME_001,Standard Bank,ACC-95822412,14/01/2024,16 Jan 2024,POS SETTLEMENT - DAILY SALES,REF344703907,,766.44,119167.46,ZAR,standard_bank_statement_export.csv,2024-01-14,2024-01-16,False,False,766.44,2,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000077,SME_001,Standard Bank,ACC-95822412,14 Jan 2024,16/01/2024,POS SETTLEMENT - DAILY SALES,REF930075810,,864.21,120031.67,ZAR,standard_bank_statement_export.csv,2024-01-14,2024-01-16,False,False,864.21,2,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000078,SME_001,Standard Bank,ACC-95822412,14 Jan 2024,15/01/2024,POS SETTLEMENT - DAILY SALES,REF410727955,,782.38,120814.05,ZAR,standard_bank_statement_export.csv,2024-01-14,2024-01-15,False,False,782.38,1,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000079,SME_001,Standard Bank,ACC-95822412,2024-01-14,2024-01-17,POS SETTLEMENT - DAILY SALES,REF185675980,,250.57,121064.62,ZAR,standard_bank_statement_export.csv,2024-01-14,2024-01-17,False,False,250.57,3,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000080,SME_001,Standard Bank,ACC-95822412,14 Jan 2024,17 Jan 2024,POS SETTLEMENT - DAILY SALES,REF349957310,,424.44,121489.06,ZAR,standard_bank_statement_export.csv,2024-01-14,2024-01-17,False,False,424.44,3,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000081,SME_001,Standard Bank,ACC-95822412,2024-01-14,14 Jan 2024,POS SETTLEMENT - DAILY SALES,REF208449460,,766.18,122255.24,ZAR,standard_bank_statement_export.csv,2024-01-14,2024-01-14,False,False,766.18,0,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000082,SME_001,Standard Bank,ACC-95822412,15/01/2024,2024-01-18,POS SETTLEMENT - DAILY SALES,REF508157429,,404.0,122659.24,ZAR,standard_bank_statement_export.csv,2024-01-15,2024-01-18,False,False,404.0,3,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000083,SME_001,Standard Bank,ACC-95822412,15/01/2024,15 Jan 2024,POS SETTLEMENT - DAILY SALES,REF398471886,,266.83,122926.07,ZAR,standard_bank_statement_export.csv,2024-01-15,2024-01-15,False,False,266.83,0,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000084,SME_001,Standard Bank,ACC-95822412,15 Jan 2024,15/01/2024,POS SETTLEMENT - DAILY SALES,REF586845604,,296.69,123222.76,ZAR,standard_bank_statement_export.csv,2024-01-15,2024-01-15,False,False,296.69,0,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000085,SME_001,Standard Bank,ACC-95822412,2024-01-15,20/01/2024,POS SETTLEMENT - DAILY SALES,REF782560971,,443.09,123665.85,ZAR,standard_bank_statement_export.csv,2024-01-15,2024-01-20,False,False,443.09,5,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000086,SME_001,Standard Bank,ACC-95822412,15/01/2024,17 Jan 2024,POS SETTLEMENT - DAILY SALES,REF995619255,,189.78,123855.63,ZAR,standard_bank_statement_export.csv,2024-01-15,2024-01-17,False,False,189.78,2,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000087,SME_001,Standard Bank,ACC-95822412,15 Jan 2024,15 Jan 2024,POS SETTLEMENT - DAILY SALES,REF491735568,,317.68,124173.31,ZAR,standard_bank_statement_export.csv,2024-01-15,2024-01-15,False,False,317.68,0,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000088,SME_001,Standard Bank,ACC-95822412,15/01/2024,2024-01-16,POS SETTLEMENT - DAILY SALES,REF274648506,,620.4,124793.71,ZAR,standard_bank_statement_export.csv,2024-01-15,2024-01-16,False,False,620.4,1,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000089,SME_001,Standard Bank,ACC-95822412,16/01/2024,17 Jan 2024,POS-SETTLEMENT---DAILY-SALES,REF497478786,,126.37,124920.08,ZAR,standard_bank_statement_export.csv,2024-01-16,2024-01-17,False,False,126.37,1,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000090,SME_001,Standard Bank,ACC-95822412,2024-01-16,16/01/2024,POS SETTLEMENT - DAILY SALES,REF481469012,,289.04,125209.12,ZAR,standard_bank_statement_export.csv,2024-01-16,2024-01-16,False,False,289.04,0,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
BT_0000091,SME_001,Standard Bank,ACC-95822412,16 Jan 2024,2024-01-19,POS SETTLEMENT - DAILY SALES,REF324956459,,76.77,125285.89,ZAR,standard_bank_statement_export.csv,2024-01-16,2024-01-19,False,False,76.77,3,False,POS SETTLEMENT   DAILY SALES,False,False,False,1
