business_id,transaction_date,fe_transaction_count,transaction_amount_sum,transaction_amount_squared_sum,transaction_balance_sum,fe_transaction_balance_min,fe_transaction_amount_total,fe_transaction_amount_mean,fe_transaction_amount_std,fe_transaction_balance_mean,fe_unpaid_transaction_count,fe_bounced_transaction_count,fe_reversed_transaction_count,fe_paid_transaction_count,fe_transaction_type_bank fee_count,fe_transaction_type_card purchase_count,fe_transaction_type_cash deposit_count,fe_transaction_type_credit - sales/eft in_count,fe_transaction_type_debit order_count,fe_transaction_type_eft payment_count,fe_transaction_type_interest charge_count,fe_transaction_type_loan repayment_count,fe_unpaid_transaction_rate,fe_bounced_transaction_rate,fe_reversed_transaction_rate
SME105174,2022-01-10,11,66763.37,452260242.1365,579251.46,36019.65,66763.37,6069.397272727272,2169.0280390169746,52659.22363636363,0,0,1,10,0,0,2,3,0,1,2,3,0.0,0.0,0.09090909090909091
SME105174,2022-01-10,12,71948.26,479143326.4486,629332.49,36019.65,71948.26,5995.688333333333,2083.7898900139253,52444.37416666667,0,0,1,11,0,0,2,3,0,2,2,3,0.0,0.0,0.08333333333333333
SME105174,2022-01-12,13,80813.9,557742899.0582,688279.16,36019.65,80813.9,6216.453846153846,2148.003328297153,52944.55076923077,0,0,1,12,0,0,2,4,0,2,2,3,0.0,0.0,0.07692307692307693
SME105174,2022-01-12,14,84568.65,571841046.6207,743471.08,36019.65,84568.65,6040.617857142856,2166.069628759316,53105.07714285714,0,0,1,13,0,1,2,4,0,2,2,3,0.0,0.0,0.07142857142857142
SME105174,2022-01-13,15,93640.06,654131526.0088,798663.0,36019.65,93640.06,6242.670666666667,2229.1489442945535,53244.2,0,0,2,13,0,1,2,5,0,2,2,3,0.0,0.0,0.13333333333333333
SME105174,2022-01-15,16,101953.63,723246972.1537,862168.49,36019.65,101953.63,6372.101875,2214.919942385333,53885.530625,0,0,2,14,0,1,2,6,0,2,2,3,0.0,0.0,0.125
SME105174,2022-01-15,17,106075.28,740234970.8762,921552.33,36019.65,106075.28,6239.722352941177,2212.954404830027,54208.96058823529,0,0,2,15,0,2,2,6,0,2,2,3,0.0,0.0,0.11764705882352941
SME105174,2022-01-16,18,110777.22,762343210.6398,976234.23,36019.65,110777.22,6154.29,2177.263168264771,54235.235,0,0,2,16,0,2,2,6,1,2,2,3,0.0,0.0,0.1111111111111111
SME105174,2022-01-16,19,114853.76,778961389.0114,1026839.59,36019.65,114853.76,6044.934736842105,2168.9463075480508,54044.18894736842,0,0,2,17,0,2,2,6,1,3,2,3,0.0,0.0,0.10526315789473684
SME105174,2022-01-17,20,121893.23999999999,828515667.6817999,1084484.43,36019.65,121893.23999999999,6094.661999999999,2122.7783407714583,54224.2215,0,0,2,18,0,2,3,6,1,3,2,3,0.0,0.0,0.1
SME105174,2022-01-18,21,129760.09999999999,890403153.9413999,1149996.13,36019.65,129760.09999999999,6179.05238095238,2104.859841934624,54761.72047619047,0,0,2,19,0,2,3,7,1,3,2,3,0.0,0.0,0.09523809523809523
SME105174,2022-01-18,22,138202.47999999998,961676934.0057999,1223950.21,36019.65,138202.47999999998,6281.930909090908,2110.049685499214,55634.100454545456,0,0,2,20,0,2,3,8,1,3,2,3,0.0,0.0,0.09090909090909091
SME105174,2022-01-18,23,146969.65,1038540203.8146999,1306671.46,36019.65,146969.65,6389.984782608695,2125.6696999189116,56811.80260869565,0,0,2,21,0,2,3,9,1,3,2,3,0.0,0.0,0.08695652173913043
SME105174,2022-01-18,24,154829.59,1100318860.6183,1397252.65,36019.65,154829.59,6451.232916666667,2100.4876570049755,58218.86041666666,0,0,2,22,0,2,4,9,1,3,2,3,0.0,0.0,0.08333333333333333
SME105174,2022-01-19,25,162622.74,1161052047.5407999,1495626.99,36019.65,162622.74,6504.9096,2073.7026560448185,59825.0796,0,0,2,23,0,2,5,9,1,3,2,3,0.0,0.0,0.08
SME105174,2022-01-19,26,166327.8,1174779517.1444,1594001.33,36019.65,166327.8,6397.223076923076,2104.6945303350208,61307.74346153846,1,0,2,23,0,2,5,9,1,4,2,3,0.038461538461538464,0.0,0.07692307692307693
SME105174,2022-01-19,27,173924.8,1232493926.1444,1699972.67,36019.65,173924.8,6441.659259259259,2076.6988208876965,62961.95074074074,1,0,2,24,0,2,5,10,1,4,2,3,0.037037037037037035,0.0,0.07407407407407407
SME105174,2022-01-19,28,177608.18,1246061214.3688,1802260.63,36019.65,177608.18,6343.149285714286,2103.489290439118,64366.451071428564,1,0,2,25,0,2,5,10,1,5,2,3,0.03571428571428571,0.0,0.07142857142857142
SME105174,2022-01-21,29,182149.69999999998,1266686618.2791998,1900007.07,36019.65,182149.69999999998,6281.024137931034,2092.5032502304803,65517.4851724138,1,0,2,26,0,2,5,10,1,6,2,3,0.034482758620689655,0.0,0.06896551724137931
SME105174,2022-01-21,30,186708.53,1287469549.2480998,1993194.68,36019.65,186708.53,6223.617666666667,2080.0119646765993,66439.82266666666,1,0,2,27,0,3,5,10,1,6,2,3,0.03333333333333333,0.0,0.06666666666666667
SME105174,2022-01-21,31,190816.09,1304341598.4017,2082274.73,36019.65,190816.09,6155.357741935483,2080.066517641059,67170.15258064515,1,0,2,28,0,3,5,10,1,6,2,4,0.03225806451612903,0.0,0.06451612903225806
SME105174,2022-01-22,32,199169.47999999998,1374120722.8937998,2179708.17,36019.65,199169.47999999998,6224.046249999999,2082.807254066477,68115.8803125,1,0,2,29,0,3,5,11,1,6,2,4,0.03125,0.0,0.0625
SME105174,2022-01-23,33,203218.44,1390514799.9754,2273092.65,36019.65,203218.44,6158.134545454545,2084.6785149185635,68881.59545454546,1,0,2,30,0,4,5,11,1,6,2,4,0.030303030303030304,0.0,0.06060606060606061
SME105174,2022-01-24,34,207811.75,1411613296.7315,2361883.82,36019.65,207811.75,6112.110294117647,2070.3166228198415,69467.17117647058,1,0,2,31,0,4,5,11,1,6,2,5,0.029411764705882353,0.0,0.058823529411764705
SME105174,2022-01-24,35,211829.54,1427755933.2155998,2450674.99,36019.65,211829.54,6052.272571428572,2070.136528996183,70019.28542857144,2,0,2,31,0,4,5,11,2,6,2,5,0.05714285714285714,0.0,0.05714285714285714
SME105174,2022-01-26,36,216001.46,1445160849.702,2535294.24,36019.65,216001.46,6000.040555555555,2064.2766262771006,70424.84000000001,2,0,2,32,0,5,5,11,2,6,2,5,0.05555555555555555,0.0,0.05555555555555555
SME105174,2022-01-26,37,222704.94,1490097493.8123999,2626616.97,36019.65,222704.94,6019.052432432432,2038.6868253764135,70989.64783783784,2,0,2,33,0,5,6,11,2,6,2,5,0.05405405405405406,0.0,0.05405405405405406
SME105174,2022-01-27,38,227686.53,1514913732.7405,2712958.11,36019.65,227686.53,5991.750789473685,2017.9785634925795,71393.6344736842,2,0,2,34,0,5,6,11,2,7,2,5,0.05263157894736842,0.0,0.05263157894736842
SME105174,2022-01-27,39,231614.86,1530345509.3293998,2799299.25,36019.65,231614.86,5938.842564102563,2018.4759772161055,71776.90384615384,2,0,3,34,0,5,6,11,3,7,2,5,0.05128205128205128,0.0,0.07692307692307693
SME105174,2022-01-28,40,236320.18,1552485545.6318,2880935.07,36019.65,236320.18,5908.0045,2001.9532689478601,72023.37675,2,0,3,35,1,5,6,11,3,7,2,5,0.05,0.0,0.075
SME105174,2022-01-29,41,243498.82,1604018417.8813999,2969749.53,36019.65,243498.82,5938.995609756098,1986.7057842104443,72432.91536585365,2,0,3,36,1,5,7,11,3,7,2,5,0.04878048780487805,0.0,0.07317073170731707
SME105174,2022-01-29,42,246963.36,1616021455.293,3055099.45,36019.65,246963.36,5880.08,1999.128721341546,72740.4630952381,2,0,3,37,1,6,7,11,3,7,2,5,0.047619047619047616,0.0,0.07142857142857142
SME105174,2022-02-01,43,250992.66999999998,1632256794.3690999,3136420.06,36019.65,250992.66999999998,5837.038837209302,1995.249308472037,72940.00139534884,2,0,3,38,1,6,7,11,3,8,2,5,0.046511627906976744,0.0,0.06976744186046512
SME105174,2022-02-02,44,255607.91999999998,1653557326.9315999,3213125.42,36019.65,255607.91999999998,5809.270909090908,1980.4960216276309,73025.57772727273,2,0,3,39,2,6,7,11,3,8,2,5,0.045454545454545456,0.0,0.06818181818181818
SME105174,2022-02-02,45,259785.66999999998,1671010921.9940999,3285653.03,36019.65,259785.66999999998,5773.014888888889,1972.9096023854331,73014.51177777778,2,0,3,40,3,6,7,11,3,8,2,5,0.044444444444444446,0.0,0.06666666666666667
SME105174,2022-02-02,46,267543.38,1731192986.4382,3365938.35,36019.65,267543.38,5816.160434782609,1972.6900139104544,73172.57282608697,2,0,3,41,3,6,8,11,3,8,2,5,0.043478260869565216,0.0,0.06521739130434782
SME105174,2022-02-02,47,274655.41,1781773957.1590998,3446223.67,36019.65,274655.41,5843.732127659574,1960.264587878645,73323.90787234042,3,0,3,41,3,6,8,12,3,8,2,5,0.06382978723404255,0.0,0.06382978723404255
SME105174,2022-02-02,48,279129.77999999997,1801793944.056,3522034.62,36019.65,279129.77999999997,5815.20375,1949.3446834678489,73375.72125,3,0,3,42,3,7,8,12,3,8,2,5,0.0625,0.0,0.0625
SME105174,2022-02-03,49,284201.04,1827511622.0435998,3592774.31,36019.65,284201.04,5800.021224489796,1931.8576876800398,73321.92469387755,3,0,3,43,3,7,8,12,3,9,2,5,0.061224489795918366,0.0,0.061224489795918366
SME105174,2022-02-04,50,292357.7,1894042724.3992,3671670.66,36019.65,292357.7,5847.154,1940.8720395077185,73433.41320000001,3,0,3,44,3,7,8,13,3,9,2,5,0.06,0.0,0.06
SME105174,2022-02-05,51,299919.73,1951227022.1200998,3758129.04,36019.65,299919.73,5880.779019607843,1936.3128175460238,73688.80470588236,3,0,3,45,3,7,8,14,3,9,2,5,0.058823529411764705,0.0,0.058823529411764705
SME105174,2022-02-05,52,303659.01,1965209237.0384998,3840848.14,36019.65,303659.01,5839.596346153847,1940.0990057908643,73862.46423076923,3,0,3,46,3,7,8,14,4,9,2,5,0.057692307692307696,0.0,0.057692307692307696
SME105174,2022-02-06,53,311277.7,2023253674.3546,3931185.93,36019.65,311277.7,5873.164150943397,1936.8324940801524,74173.31943396227,3,0,3,47,3,7,8,15,4,9,2,5,0.05660377358490566,0.0,0.05660377358490566
SME105174,2022-02-07,54,314975.27,2036925698.2594998,4017826.15,36019.65,314975.27,5832.875370370371,1941.183278510487,74404.18796296295,3,0,3,48,3,8,8,15,4,9,2,5,0.05555555555555555,0.0,0.05555555555555555
SME105174,2022-02-08,55,319046.9,2053503869.1163998,4100394.74,36019.65,319046.9,5800.852727272728,1937.7334465024505,74552.63163636364,3,0,3,49,3,8,8,15,5,9,2,5,0.05454545454545454,0.0,0.05454545454545454
SME105174,2022-02-08,56,326842.27999999997,2114271818.4608,4190758.71,36019.65,326842.27999999997,5836.469285714285,1938.4477856262952,74834.97696428571,3,0,3,50,3,8,8,16,5,9,2,5,0.05357142857142857,0.0,0.05357142857142857
SME105174,2022-02-09,57,335509.4,2189390787.5552,4281122.68,36019.65,335509.4,5886.129824561404,1957.307287514889,75107.41543859648,3,1,3,50,3,8,9,16,5,9,2,5,0.05263157894736842,0.017543859649122806,0.05263157894736842
SME105174,2022-02-09,58,344117.48,2263489828.8416,4371486.65,36019.65,344117.48,5933.0599999999995,1972.7092998280498,75370.45948275863,4,1,3,50,3,8,9,17,5,9,2,5,0.06896551724137931,0.017241379310344827,0.05172413793103448
SME105174,2022-02-10,59,348258.61,2280638786.5185,4457709.49,36019.65,348258.61,5902.6883050847455,1969.4947808600582,75554.39813559322,4,1,3,51,3,8,9,17,6,9,2,5,0.06779661016949153,0.01694915254237288,0.05084745762711865
SME105174,2022-02-10,60,356045.64,2341276622.7394,4551719.36,36019.65,356045.64,5934.094,1967.8273603536986,75861.98933333335,4,1,3,52,3,8,9,18,6,9,2,5,0.06666666666666667,0.016666666666666666,0.05
SME105174,2022-02-10,61,359557.96,2353613014.5218,4642216.91,36019.65,359557.96,5894.392786885246,1975.8423040593175,76101.91655737706,4,1,3,53,3,8,9,18,7,9,2,5,0.06557377049180328,0.01639344262295082,0.04918032786885246
SME105174,2022-02-11,62,364072.99,2373998510.4227,4728199.43,36019.65,364072.99,5872.1449999999995,1967.3945596724334,76261.28112903226,4,1,3,54,3,9,9,18,7,9,2,5,0.06451612903225806,0.016129032258064516,0.04838709677419355
SME105174,2022-02-12,63,372687.96,2448216218.5236,4822796.92,36019.65,372687.96,5915.681904761905,1981.823848121575,76552.33206349207,4,1,3,55,3,9,9,19,7,9,2,5,0.06349206349206349,0.015873015873015872,0.047619047619047616
SME105174,2022-02-12,64,376688.79,2464222859.2125,4913393.58,36019.65,376688.79,5885.76234375,1980.5489206949298,76771.7746875,4,1,3,56,3,9,9,19,7,10,2,5,0.0625,0.015625,0.046875
SME105174,2022-02-14,65,384073.56,2518757687.1654,5011375.01,36019.65,384073.56,5908.824,1973.7916322080137,77098.07707692307,4,1,3,57,3,9,9,20,7,10,2,5,0.06153846153846154,0.015384615384615385,0.046153846153846156
SME105174,2022-02-15,66,388014.36,2534287591.8054,5105415.64,36019.65,388014.36,5879.005454545454,1973.4743003664148,77354.78242424242,4,1,3,58,3,10,9,20,7,10,2,5,0.06060606060606061,0.015151515151515152,0.045454545454545456
SME105174,2022-02-15,67,392518.27999999997,2554572887.1718,5194952.35,36019.65,392518.27999999997,5858.4817910447755,1965.6585415872544,77536.60223880596,4,1,3,59,3,10,9,20,7,11,2,5,0.05970149253731343,0.014925373134328358,0.04477611940298507
SME105174,2022-02-16,68,401133.15,2628788872.2887,5293103.93,36019.65,401133.15,5899.0169117647065,1979.3623146547466,77839.76367647058,4,1,3,60,3,10,9,21,7,11,2,5,0.058823529411764705,0.014705882352941176,0.04411764705882353
SME105174,2022-02-17,69,409021.02,2691007365.4256,5399143.38,36019.65,409021.02,5927.840869565218,1979.28926102256,78248.4547826087,4,1,3,61,3,10,9,22,7,11,2,5,0.057971014492753624,0.014492753623188406,0.043478260869565216
SME105174,2022-02-18,70,412918.71,2706199352.7617,5501285.14,36019.65,412918.71,5898.838714285715,1979.820224457459,78589.7877142857,4,1,3,62,3,10,9,22,7,11,2,6,0.05714285714285714,0.014285714285714285,0.04285714285714286
SME105174,2022-02-19,71,422636.73,2800639265.4821,5613144.92,36019.65,422636.73,5952.63,2017.2087765814292,79058.37915492957,4,1,3,63,3,10,9,23,7,11,2,6,0.056338028169014086,0.014084507042253521,0.04225352112676056
SME105174,2022-02-19,72,431492.4,2879062156.631,5725004.7,36019.65,431492.4,5992.950000000001,2031.9621338485538,79513.95416666666,4,1,4,63,3,10,9,24,7,11,2,6,0.05555555555555555,0.013888888888888888,0.05555555555555555
SME105174,2022-02-20,73,435528.34,2895350968.3146,5832828.54,36019.65,435528.34,5966.141643835616,2030.7606742917878,79901.76082191781,4,1,4,64,3,10,9,24,8,11,2,6,0.0547945205479452,0.0136986301369863,0.0547945205479452
SME105174,2022-02-20,74,440334.71,2918452160.8915,5935846.01,36019.65,440334.71,5950.469054054054,2021.3046634813406,80214.13527027027,4,1,4,65,3,11,9,24,8,11,2,6,0.05405405405405406,0.013513513513513514,0.05405405405405406
SME105174,2022-02-20,75,449043.92,2994302499.7156,6047572.69,36019.65,449043.92,5987.252266666666,2032.7164352788861,80634.30253333334,4,1,4,66,3,11,9,25,8,11,2,6,0.05333333333333334,0.013333333333333334,0.05333333333333334
SME105174,2022-02-21,76,452491.73,3006189893.5117,6159299.37,36019.65,452491.73,5953.838552631579,2040.0234857822627,81043.4127631579,5,1,4,66,3,11,9,25,8,12,2,6,0.06578947368421052,0.013157894736842105,0.05263157894736842
SME105174,2022-02-22,77,460859.9,3076216162.6605997,6279394.22,36019.65,460859.9,5985.193506493507,2045.1498522414106,81550.57428571428,5,1,4,67,3,11,9,26,8,12,2,6,0.06493506493506493,0.012987012987012988,0.05194805194805195
SME105174,2022-02-23,78,465004.63,3093394949.4335,6395344.34,36019.65,465004.63,5961.59782051282,2042.4849923851489,81991.59410256411,5,1,4,68,3,11,9,26,8,12,3,6,0.0641025641025641,0.01282051282051282,0.05128205128205128
SME105174,2022-02-23,79,468387.0,3104835376.2504,6507912.09,36019.65,468387.0,5928.949367088608,2049.9923985095725,82378.63405063291,5,1,4,69,4,11,9,26,8,12,3,6,0.06329113924050633,0.012658227848101266,0.05063291139240506
SME105174,2022-02-23,80,472638.01,3122906462.2704997,6620479.84,36019.65,472638.01,5907.975125,2045.5968645893308,82755.99799999999,5,1,5,69,4,11,9,26,8,13,3,6,0.0625,0.0125,0.0625
SME105174,2022-02-25,81,481678.15,3204630593.4901,6742087.73,36019.65,481678.15,5946.643827160494,2062.347558349809,83235.65098765433,5,1,5,70,4,11,9,27,8,13,3,6,0.06172839506172839,0.012345679012345678,0.06172839506172839
SME105174,2022-02-25,82,486051.68,3223758358.151,6859322.09,36019.65,486051.68,5927.4595121951215,2056.926582161412,83650.2693902439,5,1,5,71,5,11,9,27,8,13,3,6,0.06097560975609756,0.012195121951219513,0.06097560975609756
SME105174,2022-02-27,83,489894.08,3238522395.911,6972714.05,36019.65,489894.08,5902.3383132530125,2057.116731013141,84008.60301204819,5,1,5,72,5,11,9,27,8,13,3,7,0.060240963855421686,0.012048192771084338,0.060240963855421686
SME105174,2022-02-27,84,494867.33999999997,3263255710.9386,7081132.75,36019.65,494867.33999999997,5891.277857142857,2047.1982281210253,84299.19940476191,5,1,5,73,6,11,9,27,8,13,3,7,0.05952380952380952,0.011904761904761904,0.05952380952380952
SME105174,2022-02-27,85,503688.27999999997,3341064693.4221997,7198372.39,36019.65,503688.27999999997,5925.744470588235,2059.6366222273905,84686.734,5,1,5,74,6,11,10,27,8,13,3,7,0.058823529411764705,0.011764705882352941,0.058823529411764705
SME105174,2022-02-27,86,507641.02,3356688846.9298,7311659.29,36019.65,507641.02,5902.802558139535,2058.5092705994716,85019.29406976745,5,1,5,75,6,12,10,27,8,13,3,7,0.05813953488372093,0.011627906976744186,0.05813953488372093
SME105174,2022-02-28,87,514475.07,3403393086.3322997,7431780.24,36019.65,514475.07,5913.506551724138,2048.940137788103,85422.76137931035,5,1,5,76,6,12,11,27,8,13,3,7,0.05747126436781609,0.011494252873563218,0.05747126436781609
SME105174,2022-02-28,88,518452.63,3419214069.8859,7551901.19,36019.65,518452.63,5891.507159090909,2047.557245466961,85817.05897727273,6,1,5,76,7,12,11,27,8,13,3,7,0.06818181818181818,0.011363636363636364,0.056818181818181816
SME105174,2022-03-01,89,526839.9,3489560367.9388,7680409.41,36019.65,526839.9,5919.549438202247,2053.0064812789906,86296.73494382022,6,1,5,77,7,12,12,27,8,13,3,7,0.06741573033707865,0.011235955056179775,0.056179775280898875
SME105174,2022-03-01,90,530859.17,3505714899.2717,7804898.36,36019.65,530859.17,5898.435222222222,2051.2437249499567,86721.09288888889,6,1,5,78,7,13,12,27,8,13,3,7,0.06666666666666667,0.011111111111111112,0.05555555555555555
SME105174,2022-03-01,91,538522.84,3564446737.1405997,7937050.98,36019.65,538522.84,5917.833406593406,2048.1923856443755,87220.34043956044,6,1,5,79,7,13,12,28,8,13,3,7,0.06593406593406594,0.01098901098901099,0.054945054945054944
SME105174,2022-03-01,92,543479.23,3589012538.9727,8064247.21,36019.65,543479.23,5907.382934782609,2039.3723723753299,87654.86097826087,6,1,5,80,7,14,12,28,8,13,3,7,0.06521739130434782,0.010869565217391304,0.05434782608695652
SME104461,2022-03-03,1,8018.51,64296502.62010001,42419.23,42419.23,8018.51,8018.51,,42419.23,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0
SME104461,2022-03-03,2,17820.96,160384528.62260002,94640.91,42419.23,17820.96,8910.48,1261.436071229945,47320.455,0,0,0,2,0,0,1,1,0,0,0,0,0.0,0.0,0.0
SME105174,2022-03-03,93,551471.51,3652889078.5710998,8199435.72,36019.65,551471.51,5929.801182795699,2039.7481363462327,88165.97548387096,6,1,5,81,7,14,12,29,8,13,3,7,0.06451612903225806,0.010752688172043012,0.053763440860215055
SME110502,2022-03-03,1,3361.16,11297396.545599999,9726.29,9726.29,3361.16,3361.16,,9726.29,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0
SME110502,2022-03-03,2,6057.21,18566082.1481,16756.53,7030.24,6057.21,3028.605,470.303791234985,8378.265,0,0,0,2,0,2,0,0,0,0,0,0,0.0,0.0,0.0
SME104461,2022-03-04,3,21798.71,176207023.68510002,142884.84,42419.23,21798.71,7266.236666666667,2984.3288857854363,47628.28,0,0,0,3,0,1,1,1,0,0,0,0,0.0,0.0,0.0
SME105174,2022-03-04,94,555643.21,3670292159.4611,8330452.53,36019.65,555643.21,5911.097978723404,2036.8400149871527,88621.83542553191,6,1,5,82,7,15,12,29,8,13,3,7,0.06382978723404255,0.010638297872340425,0.05319148936170213
SME110502,2022-03-04,3,8492.720000000001,24497791.1082,21351.260000000002,4594.73,8492.720000000001,2830.906666666667,477.33292473212987,7117.086666666667,0,0,0,3,0,3,0,0,0,0,0,0,0.0,0.0,0.0
SME110502,2022-03-04,4,14953.96,66245413.4458,32407.23,4594.73,14953.96,3738.49,1856.5365177663493,8101.8075,0,0,0,4,0,3,0,1,0,0,0,0,0.0,0.0,0.0
SME105174,2022-03-05,95,559496.59,3685140696.8855,8457615.96,36019.65,559496.59,5889.437789473684,2036.9468617606494,89027.53642105265,6,1,5,83,7,15,12,29,8,14,3,7,0.06315789473684211,0.010526315789473684,0.05263157894736842
SME105174,2022-03-05,96,563775.82,3703452506.2784,8580500.16,36019.65,563775.82,5872.664791666666,2032.8515045863303,89380.21,6,1,5,84,7,15,12,29,8,15,3,7,0.0625,0.010416666666666666,0.052083333333333336
SME105174,2022-03-05,97,567731.08,3719096587.946,8699429.1,36019.65,567731.08,5852.897731958762,2031.5855811294634,89684.83608247423,6,1,5,85,7,15,12,29,9,15,3,7,0.061855670103092786,0.010309278350515464,0.05154639175257732
SME105174,2022-03-05,98,574877.62,3770169621.9176,8825504.58,36019.65,574877.62,5866.098163265306,2025.3065725252861,90056.16918367347,6,1,5,86,7,15,13,29,9,15,3,7,0.061224489795918366,0.01020408163265306,0.05102040816326531
SME110502,2022-03-05,5,21034.52,103218623.3594,49543.759999999995,4594.73,21034.52,4206.904,1918.8809911847068,9908.751999999999,0,0,0,5,0,3,0,2,0,0,0,0,0.0,0.0,0.0
SME104461,2022-03-06,4,31305.120000000003,266578854.77320004,200635.18,42419.23,31305.120000000003,7826.280000000001,2681.804132768337,50158.795,0,0,0,4,0,1,2,1,0,0,0,0,0.0,0.0,0.0
SME104461,2022-03-06,5,39975.5,341754344.1176,258385.52,42419.23,39975.5,7995.1,2352.988741345781,51677.104,1,0,0,4,0,1,2,2,0,0,0,0,0.2,0.0,0.0
SME110502,2022-03-06,6,23281.02,108265385.6094,66680.29,4594.73,23281.02,3880.17,1893.7301938766243,11113.381666666666,1,0,0,5,0,3,0,2,0,1,0,0,0.16666666666666666,0.0,0.0
SME104461,2022-03-07,6,43787.71,356287289.20170003,316135.86,42419.23,43787.71,7297.951666666667,2710.2286998584964,52689.31,2,0,0,4,0,1,2,2,1,0,0,0,0.3333333333333333,0.0,0.0
SME105174,2022-03-07,99,579156.6,3788479291.758,8951580.06,36019.65,579156.6,5850.066666666667,2021.2508031828572,90420.00060606061,6,1,6,86,7,15,13,29,10,15,3,7,0.06060606060606061,0.010101010101010102,0.06060606060606061
SME105174,2022-03-07,100,587852.18,3864092403.2943997,9086351.12,36019.65,587852.18,5878.5218,2031.0482639200084,90863.5112,6,1,6,87,7,15,14,29,10,15,3,7,0.06,0.01,0.06
SME110502,2022-03-07,7,28710.57,137745398.81190002,83816.81999999999,4594.73,28710.57,4101.51,1825.2264175164687,11973.831428571428,1,0,1,5,0,3,1,2,0,1,0,0,0.14285714285714285,0.0,0.14285714285714285
SME105174,2022-03-08,101,592037.62,3881610311.288,9216936.74,36019.65,592037.62,5861.758613861386,2027.8774433456426,91256.79940594059,6,1,6,88,7,15,14,29,10,15,4,7,0.0594059405940594,0.009900990099009901,0.0594059405940594
SME105174,2022-03-08,102,600314.47,3950116557.2105,9355799.209999999,36019.65,600314.47,5885.435980392157,2031.9336153166964,91723.52166666665,6,1,6,89,7,15,14,30,10,15,4,7,0.058823529411764705,0.00980392156862745,0.058823529411764705
SME110502,2022-03-08,8,30770.920000000002,141990440.9344,98893.0,4594.73,30770.920000000002,3846.3650000000002,1837.4769669537932,12361.625,1,0,1,6,0,3,1,2,1,1,0,0,0.125,0.0,0.125
SME110502,2022-03-08,9,36818.98,178569470.698,120017.23999999999,4594.73,36818.98,4090.997777777778,1868.9270096085727,13335.248888888887,1,0,1,7,0,3,1,3,1,1,0,0,0.1111111111111111,0.0,0.1111111111111111
SME105174,2022-03-09,103,604546.06,3968022911.1386,9490430.09,36019.65,604546.06,5869.379223300972,2028.5047788228708,92140.09796116504,6,1,6,90,7,15,14,30,11,15,4,7,0.05825242718446602,0.009708737864077669,0.05825242718446602
