issue_id,dataset,source_record_id,business_id,issue_type,description
ISSUE_000059,bank_transactions_raw.csv,BT_0002495,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000060,bank_transactions_raw.csv,BT_0002596,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000061,bank_transactions_raw.csv,BT_0002717,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000062,bank_transactions_raw.csv,BT_0002751,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000063,bank_transactions_raw.csv,BT_0002878,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000064,bank_transactions_raw.csv,BT_0003096,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000065,bank_transactions_raw.csv,BT_0003153,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000066,bank_transactions_raw.csv,BT_0003176,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000067,bank_transactions_raw.csv,BT_0003221,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000068,bank_transactions_raw.csv,BT_0003278,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000069,bank_transactions_raw.csv,BT_0003292,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000070,bank_transactions_raw.csv,BT_0003426,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000071,bank_transactions_raw.csv,BT_0003483,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000072,bank_transactions_raw.csv,BT_0003530,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000073,bank_transactions_raw.csv,BT_0003673,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000074,bank_transactions_raw.csv,BT_0003696,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000075,bank_transactions_raw.csv,BT_0003723,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000076,bank_transactions_raw.csv,BT_0003760,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000077,bank_transactions_raw.csv,BT_0003763,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000078,bank_transactions_raw.csv,BT_0003774,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000079,bank_transactions_raw.csv,BT_0003853,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000080,bank_transactions_raw.csv,BT_0003880,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000081,bank_transactions_raw.csv,BT_0003886,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000082,bank_transactions_raw.csv,BT_0003989,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000083,bank_transactions_raw.csv,BT_0004048,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000084,bank_transactions_raw.csv,BT_0004056,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000085,bank_transactions_raw.csv,BT_0004102,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000086,bank_transactions_raw.csv,BT_0004105,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000087,bank_transactions_raw.csv,BT_0004192,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000088,bank_transactions_raw.csv,BT_0004195,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000089,bank_transactions_raw.csv,BT_0004220,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000090,bank_transactions_raw.csv,BT_0004259,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000091,bank_transactions_raw.csv,BT_0004349,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000092,bank_transactions_raw.csv,BT_0004364,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000093,bank_transactions_raw.csv,BT_0004403,SME_001,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000094,bank_transactions_raw.csv,BT_0004531,SME_002,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000095,bank_transactions_raw.csv,BT_0004547,SME_002,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000096,bank_transactions_raw.csv,BT_0004571,SME_002,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000097,bank_transactions_raw.csv,BT_0004623,SME_003,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000098,bank_transactions_raw.csv,BT_0004629,SME_003,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000099,bank_transactions_raw.csv,BT_0004649,SME_003,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000100,bank_transactions_raw.csv,BT_0004657,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000101,bank_transactions_raw.csv,BT_0004727,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000102,bank_transactions_raw.csv,BT_0004736,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000103,bank_transactions_raw.csv,BT_0004742,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000104,bank_transactions_raw.csv,BT_0004743,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000105,bank_transactions_raw.csv,BT_0004766,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000106,bank_transactions_raw.csv,BT_0004775,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000107,bank_transactions_raw.csv,BT_0004791,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000108,bank_transactions_raw.csv,BT_0004834,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000109,bank_transactions_raw.csv,BT_0004913,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000110,bank_transactions_raw.csv,BT_0004917,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000111,bank_transactions_raw.csv,BT_0004986,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000112,bank_transactions_raw.csv,BT_0004995,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000113,bank_transactions_raw.csv,BT_0005040,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000114,bank_transactions_raw.csv,BT_0005043,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000115,bank_transactions_raw.csv,BT_0005163,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000116,bank_transactions_raw.csv,BT_0005178,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000117,bank_transactions_raw.csv,BT_0005215,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000118,bank_transactions_raw.csv,BT_0005254,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000119,bank_transactions_raw.csv,BT_0005388,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000120,bank_transactions_raw.csv,BT_0005411,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000121,bank_transactions_raw.csv,BT_0005470,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000122,bank_transactions_raw.csv,BT_0005479,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000123,bank_transactions_raw.csv,BT_0005484,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000124,bank_transactions_raw.csv,BT_0005546,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000125,bank_transactions_raw.csv,BT_0005584,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000126,bank_transactions_raw.csv,BT_0005671,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000127,bank_transactions_raw.csv,BT_0005674,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000128,bank_transactions_raw.csv,BT_0005746,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000129,bank_transactions_raw.csv,BT_0005776,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000130,bank_transactions_raw.csv,BT_0005932,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000131,bank_transactions_raw.csv,BT_0006002,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000132,bank_transactions_raw.csv,BT_0006003,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000133,bank_transactions_raw.csv,BT_0006068,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000134,bank_transactions_raw.csv,BT_0006085,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000135,bank_transactions_raw.csv,BT_0006239,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000136,bank_transactions_raw.csv,BT_0006255,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000137,bank_transactions_raw.csv,BT_0006292,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000138,bank_transactions_raw.csv,BT_0006389,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000139,bank_transactions_raw.csv,BT_0006454,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000140,bank_transactions_raw.csv,BT_0006472,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000141,bank_transactions_raw.csv,BT_0006513,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000142,bank_transactions_raw.csv,BT_0006541,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000143,bank_transactions_raw.csv,BT_0006626,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000144,bank_transactions_raw.csv,BT_0006630,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000145,bank_transactions_raw.csv,BT_0006661,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000146,bank_transactions_raw.csv,BT_0006662,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000147,bank_transactions_raw.csv,BT_0006663,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000148,bank_transactions_raw.csv,BT_0006709,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000149,bank_transactions_raw.csv,BT_0006819,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000150,bank_transactions_raw.csv,BT_0006860,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000151,bank_transactions_raw.csv,BT_0007012,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000152,bank_transactions_raw.csv,BT_0007042,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000153,bank_transactions_raw.csv,BT_0007048,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000154,bank_transactions_raw.csv,BT_0007063,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000155,bank_transactions_raw.csv,BT_0007067,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000156,bank_transactions_raw.csv,BT_0007160,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000157,bank_transactions_raw.csv,BT_0007269,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000158,bank_transactions_raw.csv,BT_0007279,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000159,bank_transactions_raw.csv,BT_0007314,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000160,bank_transactions_raw.csv,BT_0007320,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000161,bank_transactions_raw.csv,BT_0007327,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000162,bank_transactions_raw.csv,BT_0007378,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000163,bank_transactions_raw.csv,BT_0007403,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000164,bank_transactions_raw.csv,BT_0007601,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000165,bank_transactions_raw.csv,BT_0007635,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000166,bank_transactions_raw.csv,BT_0007748,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000167,bank_transactions_raw.csv,BT_0007848,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000168,bank_transactions_raw.csv,BT_0007855,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000169,bank_transactions_raw.csv,BT_0007856,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000170,bank_transactions_raw.csv,BT_0007873,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000171,bank_transactions_raw.csv,BT_0007892,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000172,bank_transactions_raw.csv,BT_0007917,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000173,bank_transactions_raw.csv,BT_0007941,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000174,bank_transactions_raw.csv,BT_0008011,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000175,bank_transactions_raw.csv,BT_0008083,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000176,bank_transactions_raw.csv,BT_0008124,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000177,bank_transactions_raw.csv,BT_0008140,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000178,bank_transactions_raw.csv,BT_0008195,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000179,bank_transactions_raw.csv,BT_0008222,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000180,bank_transactions_raw.csv,BT_0008229,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000181,bank_transactions_raw.csv,BT_0008236,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000182,bank_transactions_raw.csv,BT_0008242,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000183,bank_transactions_raw.csv,BT_0008526,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000184,bank_transactions_raw.csv,BT_0008606,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000185,bank_transactions_raw.csv,BT_0008666,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000186,bank_transactions_raw.csv,BT_0008763,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000187,bank_transactions_raw.csv,BT_0008797,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000188,bank_transactions_raw.csv,BT_0008879,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000189,bank_transactions_raw.csv,BT_0009028,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000190,bank_transactions_raw.csv,BT_0009044,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000191,bank_transactions_raw.csv,BT_0009138,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000192,bank_transactions_raw.csv,BT_0009146,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000193,bank_transactions_raw.csv,BT_0009265,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000194,bank_transactions_raw.csv,BT_0009290,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000195,bank_transactions_raw.csv,BT_0009331,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000196,bank_transactions_raw.csv,BT_0009450,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000197,bank_transactions_raw.csv,BT_0009488,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000198,bank_transactions_raw.csv,BT_0009531,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000199,bank_transactions_raw.csv,BT_0009579,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000200,bank_transactions_raw.csv,BT_0009604,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000201,bank_transactions_raw.csv,BT_0009696,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000202,bank_transactions_raw.csv,BT_0009704,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000203,bank_transactions_raw.csv,BT_0009717,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000204,bank_transactions_raw.csv,BT_0009769,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000205,bank_transactions_raw.csv,BT_0009780,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000206,bank_transactions_raw.csv,BT_0009867,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000207,bank_transactions_raw.csv,BT_0009898,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000208,bank_transactions_raw.csv,BT_0010063,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000209,bank_transactions_raw.csv,BT_0010075,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000210,bank_transactions_raw.csv,BT_0010180,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000211,bank_transactions_raw.csv,BT_0010306,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000212,bank_transactions_raw.csv,BT_0010319,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000213,bank_transactions_raw.csv,BT_0010320,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000214,bank_transactions_raw.csv,BT_0010379,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000215,bank_transactions_raw.csv,BT_0010394,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000216,bank_transactions_raw.csv,BT_0010399,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000217,bank_transactions_raw.csv,BT_0010429,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000218,bank_transactions_raw.csv,BT_0010545,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000219,bank_transactions_raw.csv,BT_0010566,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000220,bank_transactions_raw.csv,BT_0010580,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000221,bank_transactions_raw.csv,BT_0010596,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000222,bank_transactions_raw.csv,BT_0010624,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000223,bank_transactions_raw.csv,BT_0010795,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000224,bank_transactions_raw.csv,BT_0010916,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000225,bank_transactions_raw.csv,BT_0010941,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000226,bank_transactions_raw.csv,BT_0010994,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000227,bank_transactions_raw.csv,BT_0011033,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000228,bank_transactions_raw.csv,BT_0011139,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000229,bank_transactions_raw.csv,BT_0011152,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000230,bank_transactions_raw.csv,BT_0011165,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000231,bank_transactions_raw.csv,BT_0011316,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000232,bank_transactions_raw.csv,BT_0011390,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000233,bank_transactions_raw.csv,BT_0011410,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000234,bank_transactions_raw.csv,BT_0011487,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000235,bank_transactions_raw.csv,BT_0011566,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000236,bank_transactions_raw.csv,BT_0011585,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000237,bank_transactions_raw.csv,BT_0011590,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000238,bank_transactions_raw.csv,BT_0011612,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000239,bank_transactions_raw.csv,BT_0011689,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
ISSUE_000240,bank_transactions_raw.csv,BT_0011708,SME_004,delayed_posting,Posting delayed 12 days after transaction_date
