source_record_id,business_id,invoice_id,customer_id,invoice_date,due_date,invoice_amount,amount_paid,invoice_status,payment_date,currency,source_file
INV_000051,SME_002,SME_002-INV-00051,CUST_SME_002_002,07/09/2024,2024-09-22,25125.95,25125.95,PAID,2024-10-12,ZAR,sme_002_accounting_export.csv
INV_000052,SME_002,SME_002-INV-00052,CUST_SME_002_002,2025-11-30,29 Jan 2026,33545.8,33545.8,Paid,01 Dec 2025,ZAR,sme_002_accounting_export.csv
INV_000053,SME_002,SME_002-INV-00053,CUST_SME_002_001,31/12/2024,2025-01-30,45393.92,45393.92,paid,29 Dec 2024,ZAR,sme_002_accounting_export.csv
INV_000054,SME_002,SME_002-INV-00054,CUST_SME_002_014,28/06/2025,2025-07-28,33261.82,21781.11,Partially Paid,2025-08-16,ZAR,sme_002_accounting_export.csv
INV_000055,SME_002,SME_002-INV-00055,CUST_SME_002_015,2024-11-04,19/11/2024,4644.56,1019.57,Partially Paid,16/11/2024,ZAR,sme_002_accounting_export.csv
INV_000056,SME_002,SME_002-INV-00056,CUST_SME_002_006,27/06/2025,11/08/2025,43987.45,14538.24,Partially Paid,04 Aug 2025,ZAR,sme_002_accounting_export.csv
INV_000057,SME_002,SME_002-INV-00057,CUST_SME_002_012,2025-04-02,02 May 2025,47394.16,47394.16,PAID,30/05/2025,ZAR,sme_002_accounting_export.csv
INV_000058,SME_002,SME_002-INV-00058,CUST_SME_002_014,2025-10-15,29/11/2025,28251.7,28251.7,Paid,2025-11-29,ZAR,sme_002_accounting_export.csv
INV_000059,SME_002,SME_002-INV-00059,CUST_SME_002_015,25/11/2025,25 Dec 2025,26904.5,19430.53,Partially Paid,27/12/2025,ZAR,sme_002_accounting_export.csv
INV_000060,SME_002,SME_002-INV-00060,CUST_SME_002_011,10/04/2024,25 May 2024,15863.61,15863.61,paid,24 May 2024,ZAR,sme_002_accounting_export.csv
INV_000061,SME_002,SME_002-INV-00061,CUST_SME_002_001,2025-11-08,23 Nov 2025,39005.6,39005.6,paid,2025-12-13,ZAR,sme_002_accounting_export.csv
INV_000062,SME_002,SME_002-INV-00062,CUST_SME_002_014,11/08/2025,10 Oct 2025,53037.32,37732.61,Partially Paid,27/09/2025,ZAR,sme_002_accounting_export.csv
INV_000063,SME_002,SME_002-INV-00063,CUST_SME_002_012,31/01/2025,15/02/2025,39702.16,16005.95,Partially Paid,03 Mar 2025,ZAR,sme_002_accounting_export.csv
INV_000064,SME_002,SME_002-INV-00064,CUST_SME_002_011,27/04/2024,11 Jun 2024,46508.17,23544.88,Partially Paid,10/05/2024,ZAR,sme_002_accounting_export.csv
INV_000065,SME_002,SME_002-INV-00065,CUST_SME_002_008,12/02/2024,13/03/2024,50409.88,0.0,Unpaid,,ZAR,sme_002_accounting_export.csv
INV_000066,SME_002,SME_002-INV-00066,CUST_SME_002_014,20/12/2024,2025-02-03,14342.51,14342.51,Paid,2025-02-03,ZAR,sme_002_accounting_export.csv
INV_000067,SME_002,SME_002-INV-00067,CUST_SME_002_005,03/06/2025,03/07/2025,24724.16,11570.46,Partially Paid,29 Jun 2025,ZAR,sme_002_accounting_export.csv
INV_000068,SME_002,SME_002-INV-00068,CUST_SME_002_006,23/05/2025,2025-07-22,26721.62,26721.62,PAID,2025-06-13,ZAR,sme_002_accounting_export.csv
INV_000069,SME_002,SME_002-INV-00069,CUST_SME_002_013,2024-08-10,09/10/2024,33975.12,33975.12,paid,22 Oct 2024,ZAR,sme_002_accounting_export.csv
INV_000070,SME_002,SME_002-INV-00070,CUST_SME_002_014,09/02/2024,24 Feb 2024,3901.75,3901.75,PAID,25/02/2024,ZAR,sme_002_accounting_export.csv
INV_000071,SME_002,SME_002-INV-00071,CUST_SME_002_008,14/07/2025,2025-08-28,35716.02,35716.02,PAID,03/09/2025,ZAR,sme_002_accounting_export.csv
INV_000072,SME_002,SME_002-INV-00072,CUST_SME_002_013,12/03/2025,11/04/2025,6222.77,6222.77,PAID,2025-03-31,ZAR,sme_002_accounting_export.csv
INV_000073,SME_002,SME_002-INV-00073,CUST_SME_002_015,2024-06-06,21/07/2024,48587.62,48587.62,Paid,17/07/2024,ZAR,sme_002_accounting_export.csv
INV_000074,SME_002,SME_002-INV-00074,CUST_SME_002_005,2025-04-02,2025-05-17,57818.3,57818.3,Paid,18/05/2025,ZAR,sme_002_accounting_export.csv
INV_000075,SME_002,SME_002-INV-00075,CUST_SME_002_005,31/05/2024,30 Jul 2024,18095.78,18095.78,Paid,06 Jun 2024,ZAR,sme_002_accounting_export.csv
INV_000076,SME_002,SME_002-INV-00076,CUST_SME_002_001,25/07/2024,08/09/2024,30890.29,30890.29,PAID,29/07/2024,ZAR,sme_002_accounting_export.csv
INV_000077,SME_002,SME_002-INV-00077,CUST_SME_002_006,23/07/2025,2025-08-22,49568.07,20417.85,Partially Paid,2025-09-05,ZAR,sme_002_accounting_export.csv
INV_000078,SME_002,SME_002-INV-00078,CUST_SME_002_012,10/03/2025,2025-04-09,19564.59,19564.59,PAID,07 Apr 2025,ZAR,sme_002_accounting_export.csv
INV_000079,SME_002,SME_002-INV-00079,CUST_SME_002_012,19 Sep 2025,03 Nov 2025,10308.88,3926.79,Partially Paid,14/11/2025,ZAR,sme_002_accounting_export.csv
INV_000080,SME_002,SME_002-INV-00080,CUST_SME_002_006,22/02/2024,07 Apr 2024,44604.69,44604.69,paid,02/03/2024,ZAR,sme_002_accounting_export.csv
INV_000081,SME_002,SME_002-INV-00081,CUST_SME_002_010,2024-06-11,26 Jun 2024,42203.34,42203.34,PAID,08/07/2024,ZAR,sme_002_accounting_export.csv
INV_000082,SME_002,SME_002-INV-00082,CUST_SME_002_001,17 Feb 2024,18 Mar 2024,34626.78,0.0,Overdue,,ZAR,sme_002_accounting_export.csv
INV_000083,SME_002,SME_002-INV-00083,CUST_SME_002_001,02/06/2025,17 Jul 2025,56721.77,56721.77,Paid,2025-06-11,ZAR,sme_002_accounting_export.csv
INV_000084,SME_002,SME_002-INV-00084,CUST_SME_002_003,2025-09-03,18/09/2025,57352.22,57352.22,paid,2025-09-14,ZAR,sme_002_accounting_export.csv
INV_000085,SME_002,SME_002-INV-00085,CUST_SME_002_004,03 Feb 2024,04/03/2024,51831.42,33179.4,Partially Paid,24 Mar 2024,ZAR,sme_002_accounting_export.csv
INV_000086,SME_002,SME_002-INV-00086,CUST_SME_002_009,13 Feb 2024,14 Mar 2024,18288.19,0.0,Unpaid,,ZAR,sme_002_accounting_export.csv
INV_000087,SME_002,SME_002-INV-00087,CUST_SME_002_009,22/06/2024,07/07/2024,14296.59,14296.59,PAID,03 Jul 2024,ZAR,sme_002_accounting_export.csv
INV_000088,SME_002,SME_002-INV-00088,CUST_SME_002_012,11/04/2024,2024-06-10,50308.7,23110.11,Partially Paid,17 May 2024,ZAR,sme_002_accounting_export.csv
INV_000089,SME_002,SME_002-INV-00089,CUST_SME_002_003,09/01/2024,08/02/2024,39430.29,39430.29,PAID,12/01/2024,ZAR,sme_002_accounting_export.csv
INV_000090,SME_002,SME_002-INV-00090,CUST_SME_002_005,26/10/2024,25/12/2024,24371.44,24371.44,PAID,15/12/2024,ZAR,sme_002_accounting_export.csv
INV_000091,SME_002,SME_002-INV-00091,CUST_SME_002_010,25/10/2025,24/11/2025,25175.63,16590.5,Partially Paid,30 Nov 2025,ZAR,sme_002_accounting_export.csv
INV_000092,SME_002,SME_002-INV-00092,CUST_SME_002_008,28/10/2025,12/12/2025,51346.6,51346.6,PAID,04/01/2026,ZAR,sme_002_accounting_export.csv
INV_000093,SME_002,SME_002-INV-00093,CUST_SME_002_011,2025-09-16,16/10/2025,10631.59,10631.59,PAID,12/10/2025,ZAR,sme_002_accounting_export.csv
INV_000094,SME_002,SME_002-INV-00094,CUST_SME_002_004,2025-09-16,16/10/2025,56694.43,0.0,Overdue,,ZAR,sme_002_accounting_export.csv
INV_000095,SME_002,SME_002-INV-00095,CUST_SME_002_010,23/03/2025,,38359.7,38359.7,Paid,2025-04-15,ZAR,sme_002_accounting_export.csv
INV_000096,SME_002,SME_002-INV-00096,CUST_SME_002_014,03 Oct 2025,02/12/2025,47690.11,26229.64,Partially Paid,09/10/2025,ZAR,sme_002_accounting_export.csv
INV_000097,SME_002,SME_002-INV-00097,CUST_SME_002_002,2025-08-26,25 Oct 2025,22881.13,22881.13,PAID,2025-10-29,ZAR,sme_002_accounting_export.csv
INV_000098,SME_002,SME_002-INV-00098,CUST_SME_002_015,22 May 2024,21/06/2024,35626.89,35626.89,PAID,29 Jun 2024,ZAR,sme_002_accounting_export.csv
INV_000099,SME_002,SME_002-INV-00099,CUST_SME_002_008,2025-05-17,16 Jun 2025,45249.44,45249.44,Paid,29 May 2025,ZAR,sme_002_accounting_export.csv
INV_000100,SME_002,SME_002-INV-00100,CUST_SME_002_004,03 Oct 2024,18/10/2024,26672.67,0.0,Unpaid,,ZAR,sme_002_accounting_export.csv
INV_000101,SME_003,SME_003-INV-00101,CUST_SME_003_015,24/12/2025,07/02/2026,196710.73,196710.73,Paid,28 Dec 2025,ZAR,sme_003_accounting_export.csv
INV_000102,SME_003,SME_003-INV-00102,CUST_SME_003_011,29 Jan 2025,15/03/2025,234085.69,109929.77,Partially Paid,28/02/2025,ZAR,sme_003_accounting_export.csv
INV_000103,SME_003,SME_003-INV-00103,CUST_SME_003_015,29/05/2025,28 Jul 2025,28172.58,28172.58,Paid,2025-06-02,ZAR,sme_003_accounting_export.csv
INV_000104,SME_003,SME_003-INV-00104,CUST_SME_003_010,09/02/2025,10/04/2025,345685.05,123299.97,Partially Paid,2025-03-18,ZAR,sme_003_accounting_export.csv
INV_000105,SME_003,SME_003-INV-00105,CUST_SME_003_005,18/06/2024,17/08/2024,347071.14,347071.14,paid,29/06/2024,ZAR,sme_003_accounting_export.csv
INV_000106,SME_003,SME_003-INV-00106,CUST_SME_003_011,30 Jun 2024,15/07/2024,114722.82,114722.82,Paid,03/07/2024,ZAR,sme_003_accounting_export.csv
INV_000107,SME_003,SME_003-INV-00107,CUST_SME_003_002,12 Apr 2024,27 May 2024,352289.55,352289.55,Paid,21 May 2024,ZAR,sme_003_accounting_export.csv
INV_000108,SME_003,SME_003-INV-00108,CUST_SME_003_002,2024-12-21,05 Jan 2025,298842.34,133077.11,Partially Paid,15/01/2025,ZAR,sme_003_accounting_export.csv
INV_000109,SME_003,SME_003-INV-00109,CUST_SME_003_014,2024-02-20,06 Mar 2024,194826.99,194826.99,Paid,29/02/2024,ZAR,sme_003_accounting_export.csv
INV_000110,SME_003,SME_003-INV-00110,CUST_SME_003_011,09 Mar 2025,2025-05-08,141062.32,45547.21,Partially Paid,15/05/2025,ZAR,sme_003_accounting_export.csv
INV_000111,SME_003,SME_003-INV-00111,CUST_SME_003_007,2024-05-11,10 Jun 2024,161553.43,161553.43,Paid,09 May 2024,ZAR,sme_003_accounting_export.csv
INV_000112,SME_003,SME_003-INV-00112,CUST_SME_003_006,2025-09-22,2025-10-07,215164.31,106428.73,Partially Paid,28 Sep 2025,ZAR,sme_003_accounting_export.csv
INV_000113,SME_003,SME_003-INV-00113,CUST_SME_003_010,30/09/2024,14 Nov 2024,166770.72,166770.72,PAID,2024-11-04,ZAR,sme_003_accounting_export.csv
INV_000114,SME_003,SME_003-INV-00114,CUST_SME_003_006,07 Dec 2024,2025-01-06,169834.61,169834.61,PAID,2024-12-16,ZAR,sme_003_accounting_export.csv
INV_000115,SME_003,SME_003-INV-00115,CUST_SME_003_004,2024-10-23,2024-11-22,83639.98,83639.98,PAID,12 Dec 2024,ZAR,sme_003_accounting_export.csv
INV_000116,SME_003,SME_003-INV-00116,CUST_SME_003_002,2025-05-10,,284001.37,183239.74,Partially Paid,2025-06-30,ZAR,sme_003_accounting_export.csv
INV_000117,SME_003,SME_003-INV-00117,CUST_SME_003_002,12/01/2024,11/02/2024,245007.85,0.0,Unpaid,,ZAR,sme_003_accounting_export.csv
INV_000118,SME_003,SME_003-INV-00118,CUST_SME_003_002,21/10/2024,2024-12-05,396784.89,127248.82,Partially Paid,2024-11-24,ZAR,sme_003_accounting_export.csv
INV_000119,SME_003,SME_003-INV-00119,CUST_SME_003_008,14/02/2024,2024-03-30,59073.95,59073.95,PAID,2024-02-28,ZAR,sme_003_accounting_export.csv
INV_000120,SME_003,SME_003-INV-00120,CUST_SME_003_003,2025-02-27,2025-04-28,48154.12,48154.12,paid,02/03/2025,ZAR,sme_003_accounting_export.csv
INV_000121,SME_003,SME_003-INV-00121,CUST_SME_003_005,30/12/2024,13/02/2025,207825.12,207825.12,paid,2025-01-15,ZAR,sme_003_accounting_export.csv
INV_000122,SME_003,SME_003-INV-00122,CUST_SME_003_011,2025-03-07,06/05/2025,63340.33,0.0,Unpaid,,ZAR,sme_003_accounting_export.csv
INV_000123,SME_003,SME_003-INV-00123,CUST_SME_003_001,2024-02-28,29/03/2024,245416.6,245416.6,paid,04 Mar 2024,ZAR,sme_003_accounting_export.csv
INV_000124,SME_003,SME_003-INV-00124,CUST_SME_003_010,2025-12-02,2026-01-31,80857.7,80857.7,Paid,2026-01-23,ZAR,sme_003_accounting_export.csv
INV_000125,SME_003,SME_003-INV-00125,CUST_SME_003_008,01 Jul 2024,2024-07-16,194750.4,49619.63,Partially Paid,2024-07-18,ZAR,sme_003_accounting_export.csv
INV_000126,SME_003,SME_003-INV-00126,CUST_SME_003_012,2025-01-08,,245690.65,245690.65,Paid,23/02/2025,ZAR,sme_003_accounting_export.csv
INV_000127,SME_003,SME_003-INV-00127,CUST_SME_003_014,06/10/2024,2024-11-20,184842.19,114697.86,Partially Paid,16/10/2024,ZAR,sme_003_accounting_export.csv
INV_000128,SME_003,SME_003-INV-00128,CUST_SME_003_004,2025-08-18,2025-10-02,130034.17,130034.17,Paid,22/10/2025,ZAR,sme_003_accounting_export.csv
INV_000129,SME_003,SME_003-INV-00129,CUST_SME_003_011,30 Nov 2025,2026-01-14,313579.48,313579.48,PAID,09 Jan 2026,ZAR,sme_003_accounting_export.csv
INV_000130,SME_003,SME_003-INV-00130,CUST_SME_003_015,2024-01-26,25/02/2024,342299.24,131015.82,Partially Paid,12 Mar 2024,ZAR,sme_003_accounting_export.csv
INV_000131,SME_004,SME_004-INV-00131,CUST_SME_004_004,2025-05-31,15/06/2025,17404.94,4509.89,Partially Paid,24 Jun 2025,ZAR,sme_004_accounting_export.csv
INV_000132,SME_004,SME_004-INV-00132,CUST_SME_004_013,2024-09-10,,48990.23,0.0,Unpaid,,ZAR,sme_004_accounting_export.csv
INV_000133,SME_004,SME_004-INV-00133,CUST_SME_004_014,2025-05-08,,24106.41,7620.15,Partially Paid,26 Jun 2025,ZAR,sme_004_accounting_export.csv
INV_000134,SME_004,SME_004-INV-00134,CUST_SME_004_008,15/10/2024,,29769.79,29769.79,paid,27 Oct 2024,ZAR,sme_004_accounting_export.csv
INV_000135,SME_004,SME_004-INV-00135,CUST_SME_004_012,30/05/2024,2024-06-14,14673.23,3029.06,Partially Paid,2024-07-04,ZAR,sme_004_accounting_export.csv
INV_000136,SME_004,SME_004-INV-00136,CUST_SME_004_013,2024-12-15,14 Jan 2025,37917.7,37917.7,PAID,04 Feb 2025,ZAR,sme_004_accounting_export.csv
INV_000137,SME_004,SME_004-INV-00137,CUST_SME_004_007,26 Apr 2025,11/05/2025,6954.68,6954.68,PAID,17 May 2025,ZAR,sme_004_accounting_export.csv
INV_000138,SME_004,SME_004-INV-00138,CUST_SME_004_008,31 Mar 2025,15 May 2025,35906.61,35906.61,PAID,10 Apr 2025,ZAR,sme_004_accounting_export.csv
INV_000139,SME_004,SME_004-INV-00139,CUST_SME_004_011,01/09/2024,16 Sep 2024,59393.37,14344.31,Partially Paid,2024-09-07,ZAR,sme_004_accounting_export.csv
INV_000140,SME_004,SME_004-INV-00140,CUST_SME_004_008,22 Jan 2025,21/02/2025,45454.51,45454.51,PAID,24/01/2025,ZAR,sme_004_accounting_export.csv
INV_000141,SME_004,SME_004-INV-00141,CUST_SME_004_014,21/10/2025,2025-12-20,53807.32,53807.32,PAID,18/01/2026,ZAR,sme_004_accounting_export.csv
INV_000142,SME_004,SME_004-INV-00142,CUST_SME_004_014,2024-12-24,07/02/2025,28387.54,0.0,Overdue,,ZAR,sme_004_accounting_export.csv
INV_000143,SME_004,SME_004-INV-00143,CUST_SME_004_008,2025-08-07,06/09/2025,9384.22,0.0,Overdue,,ZAR,sme_004_accounting_export.csv
INV_000144,SME_004,SME_004-INV-00144,CUST_SME_004_014,2025-01-12,27 Jan 2025,18019.25,18019.25,paid,21/01/2025,ZAR,sme_004_accounting_export.csv
INV_000145,SME_004,SME_004-INV-00145,CUST_SME_004_002,11 Mar 2025,2025-04-10,3892.75,2463.11,Partially Paid,13/04/2025,ZAR,sme_004_accounting_export.csv
INV_000146,SME_004,SME_004-INV-00146,CUST_SME_004_013,27 Jan 2024,2024-02-26,30606.85,0.0,Overdue,,ZAR,sme_004_accounting_export.csv
INV_000147,SME_004,SME_004-INV-00147,CUST_SME_004_001,04 May 2024,2024-07-03,39330.35,39330.35,Paid,17/05/2024,ZAR,sme_004_accounting_export.csv
INV_000148,SME_004,SME_004-INV-00148,CUST_SME_004_014,04 Jan 2024,19/01/2024,26044.52,26044.52,PAID,2024-01-02,ZAR,sme_004_accounting_export.csv
INV_000149,SME_004,SME_004-INV-00149,CUST_SME_004_012,20/02/2024,21 Mar 2024,34229.09,0.0,Overdue,,ZAR,sme_004_accounting_export.csv
INV_000150,SME_004,SME_004-INV-00150,CUST_SME_004_008,25/01/2024,2024-03-10,19921.43,0.0,Overdue,,ZAR,sme_004_accounting_export.csv
INV_000151,SME_004,SME_004-INV-00151,CUST_SME_004_007,27 Mar 2024,2024-05-11,6065.63,2902.33,Partially Paid,2024-05-15,ZAR,sme_004_accounting_export.csv
INV_000152,SME_004,SME_004-INV-00152,CUST_SME_004_015,30/07/2025,2025-09-13,26487.94,26487.94,PAID,12/10/2025,ZAR,sme_004_accounting_export.csv
INV_000153,SME_004,SME_004-INV-00153,CUST_SME_004_007,05 Apr 2025,05 May 2025,33320.07,33320.07,PAID,2025-04-26,ZAR,sme_004_accounting_export.csv
INV_000154,SME_004,SME_004-INV-00154,CUST_SME_004_014,2025-08-30,29/09/2025,58975.45,58975.45,paid,22/10/2025,ZAR,sme_004_accounting_export.csv
INV_000155,SME_004,SME_004-INV-00155,CUST_SME_004_006,2024-09-02,,21489.13,13717.89,Partially Paid,29/09/2024,ZAR,sme_004_accounting_export.csv
INV_000156,SME_004,SME_004-INV-00156,CUST_SME_004_009,18/04/2024,2024-06-17,40988.41,40988.41,paid,17/07/2024,ZAR,sme_004_accounting_export.csv
INV_000157,SME_004,SME_004-INV-00157,CUST_SME_004_008,08 Jul 2025,23 Jul 2025,49534.84,49534.84,PAID,13/07/2025,ZAR,sme_004_accounting_export.csv
