StoreID,StoreLocation,Revenue,Profit,AvgMargin,StockOutRate,ReturnRate,Store_Risk
48,Suburban,2095602.97,582386.5195333667,0.32809586967857923,0.023131672597864767,0.0800711743772242,Moderate Risk
48,Urban,2216181.57,634220.198801816,0.32919875887521666,0.02040816326530612,0.09582963620230701,High Risk
49,Rural,2070553.21,585509.1002239181,0.32887996534617164,0.025777777777777778,0.06488888888888888,Reliable
49,Suburban,2178547.19,590458.8046187938,0.323575583885974,0.027515047291487533,0.07824591573516768,Moderate Risk
49,Urban,2064383.82,571327.9253952048,0.3274102472474046,0.02297794117647059,0.0818014705882353,Moderate Risk
50,Rural,2188787.82,606939.938695402,0.3248196953612755,0.03009458297506449,0.06878761822871883,Moderate Risk
50,Suburban,2031048.75,571361.9879278638,0.32947411650205916,0.020535714285714286,0.08392857142857142,Moderate Risk
50,Urban,2232757.38,619356.7066793212,0.32989747472341335,0.0274442538593482,0.06260720411663807,Reliable
51,Rural,2194265.25,610844.5811308143,0.328281818814222,0.02824360105913504,0.0706090026478376,Moderate Risk
51,Suburban,2157192.54,594086.9787920167,0.3236386371222878,0.02770330652368186,0.09115281501340483,High Risk
51,Urban,2266938.55,624643.404334763,0.3271059237899669,0.01993067590987868,0.07452339688041594,Moderate Risk
52,Rural,2115083.81,583834.1695854078,0.3250046353873689,0.03136531365313653,0.06642066420664207,Moderate Risk
52,Suburban,2150200.02,604770.75655867,0.3299309170120082,0.021957913998170174,0.08051235132662397,Moderate Risk
52,Urban,2303399.21,632381.4071358445,0.3245052847721138,0.025884383088869714,0.07506471095772217,Moderate Risk
53,Rural,2168625.38,596950.4548935706,0.3215697792474411,0.025202520252025202,0.0846084608460846,Moderate Risk
53,Suburban,2126366.96,591535.1920369777,0.3226722705060294,0.014222222222222223,0.08622222222222223,Moderate Risk
53,Urban,2132751.58,587021.5565103396,0.3281292893748725,0.03025064822817632,0.09248055315471046,High Risk
54,Rural,2012486.59,563372.5609203158,0.3296268516861526,0.01912568306010929,0.07650273224043716,Moderate Risk
54,Suburban,2240965.3,622514.1428071089,0.3284534215154527,0.027705627705627706,0.07878787878787878,Moderate Risk
54,Urban,2242616.86,623614.6360139565,0.32862005924813764,0.023769100169779286,0.08573853989813243,Moderate Risk
55,Rural,2078724.64,574176.5210351897,0.3246958743255493,0.028985507246376812,0.057065217391304345,Reliable
55,Suburban,2129872.95,581696.7134178281,0.31932899650455343,0.028233151183970857,0.07285974499089254,Moderate Risk
55,Urban,2024334.52,561326.147161872,0.3258404261374861,0.02090909090909091,0.09454545454545454,High Risk
56,Rural,2203270.33,621055.878009233,0.3329479330472697,0.02423698384201077,0.09156193895870736,High Risk
56,Suburban,2194775.41,599478.2886567602,0.3224533948598349,0.016281062553556127,0.08911739502999143,Moderate Risk
56,Urban,2390319.64,654628.9550278456,0.32641755956304724,0.019508057675996608,0.08227311280746395,Moderate Risk
57,Rural,2146799.64,598076.4311479301,0.3246038632191954,0.028751123090745734,0.07457322551662174,Moderate Risk
57,Suburban,2064958.77,583197.42527418,0.32603602967463674,0.02865064695009242,0.07486136783733827,Moderate Risk
57,Urban,1981645.77,555817.6668000707,0.3265241509441758,0.02071563088512241,0.07344632768361582,Moderate Risk
58,Rural,2268536.74,633341.678516537,0.33041567843895964,0.02204585537918871,0.06790123456790123,Reliable
58,Suburban,2149631.81,597226.7951078429,0.32423510600801886,0.01967799642218247,0.08050089445438283,Moderate Risk
58,Urban,2070003,562239.77123059,0.3232516805615699,0.022084805653710248,0.0706713780918728,Moderate Risk
59,Rural,2221511.29,604653.8751132203,0.3253750935533232,0.023580786026200874,0.06899563318777292,Reliable
59,Suburban,2198640.29,599671.7237313954,0.32050264240070975,0.029798422436459245,0.06222611744084137,Reliable
59,Urban,2070632.02,571864.2798561205,0.32644806907467305,0.021660649819494584,0.09476534296028881,High Risk
