ProductID,ProductName,Category,Avg_Daily_Demand,Avg_LeadTime,StockOutRate,Revenue,Avg_Unit_Price,Current_Stock,Safety_Stock,Reorder_Point,Units_To_Order,Stock_Risk_Value,SKU_Risk
1030,Product_164,Clothing,0.010951403148528405,14.5,0,1303.64,216.89,1135,0.07665982203969883,0.23545516769336072,0,0,Healthy
1030,Product_69,Food,0.00889801505817933,11.666666666666666,0,2762.51,290.1166666666667,1569,0.06228610540725531,0.16609628108601415,0,0,Healthy
1036,Product_15,Food,0.004791238877481177,5,0,801.85,114.55,760,0.03353867214236824,0.057494866529774126,0,0,Healthy
1037,Product_165,Food,0.00889801505817933,15,0,5814.38,447.26,549,0.06228610540725531,0.19575633127994524,0,0,Healthy
1037,Product_83,Food,0.015058179329226557,14,0,6042.96,303.2133333333333,403,0.1054072553045859,0.3162217659137577,0,0,Healthy
1039,Product_124,Electronics,0.018480492813141684,9.8,0,7818.71,219.668,1583,0.1293634496919918,0.3104722792607803,0,0,Healthy
1039,Product_26,Food,0.02327173169062286,14,0,7485.5,222.72333333333333,1526,0.16290212183436004,0.4887063655030801,0,0,Healthy
1041,Product_20,Home,6.844626967830253e-4,25,0,293.69,293.69,162,0.004791238877481177,0.02190280629705681,0,0,Healthy
1043,Product_119,Food,0.010951403148528405,4.5,0,941.0400000000001,82.5,1493,0.07665982203969883,0.12594113620807665,0,0,Healthy
1043,Product_75,Clothing,0.007529089664613279,8.5,0,1359.04,150.84,1549,0.05270362765229295,0.11670088980150581,0,0,Healthy
1048,Product_73,Electronics,0.00889801505817933,15,0,2177.89,167.53,1618,0.06228610540725531,0.19575633127994524,0,0,Healthy
1049,Product_139,Home,0.01026694045174538,14.333333333333334,0,5210.72,324.56666666666666,1327,0.07186858316221766,0.2190280629705681,0,0,Healthy
1049,Product_154,Beauty,0.013689253935660506,13.5,0,2020.13,209.5025,786,0.09582477754962354,0.2806297056810404,0,0,Healthy
1049,Product_69,Clothing,0.01026694045174538,25,0,3455.52,199.93,464,0.07186858316221766,0.32854209445585214,0,0,Healthy
1050,Product_1,Home,0.004791238877481177,26,0,2589.65,369.95,1499,0.03353867214236824,0.15811088295687883,0,0,Healthy
1051,Product_174,Food,0.0054757015742642025,12,0,1718.88,214.86,1917,0.038329911019849415,0.10403832991101986,0,0,Healthy
1051,Product_7,Home,0.006844626967830253,11,0,2653.2,265.32,621,0.04791238877481177,0.12320328542094455,0,0,Healthy
1052,Product_61,Beauty,0.009582477754962354,19,0,3639.59,222.775,1488,0.06707734428473648,0.24914442162902123,0,0,Healthy
1060,Product_162,Electronics,0.01163586584531143,2,0,5517.860000000001,258.505,84,0.08145106091718002,0.10472279260780287,0,0,Healthy
1060,Product_33,Food,0.02737850787132101,9.2,0,7592.700000000001,156.036,496,0.19164955509924708,0.4435318275154004,0,0,Healthy
1061,Product_34,Food,0.004106776180698152,4,0,343.79999999999995,57.3,1909,0.028747433264887066,0.045174537987679675,0,0,Healthy
1064,Product_76,Electronics,0.01163586584531143,18.5,0,3933.2300000000005,189.26500000000001,594,0.08145106091718002,0.2967145790554415,0,0,Healthy
1070,Product_95,Food,0.017111567419575632,21.333333333333332,0,5095.52,177.2,286,0.11978097193702943,0.48482774355464286,0,0,Healthy
1071,Product_131,Electronics,0.010951403148528405,12,0,5209.19,293.615,621,0.07665982203969883,0.2080766598220397,0,0,Healthy
1072,Product_160,Home,0.0054757015742642025,28,0,3309.2,413.65,378,0.038329911019849415,0.19164955509924708,0,0,Healthy
1074,Product_17,Beauty,0.013004791238877482,3,0,7140.01,406.65999999999997,204,0.09103353867214237,0.1300479123887748,0,0,Healthy
1077,Product_106,Home,0.004106776180698152,19.5,0,1489.7600000000002,295.40000000000003,1843,0.028747433264887066,0.10882956878850103,0,0,Healthy
1079,Product_185,Home,0.01642710472279261,7.5,0.5,6856.62,253.005,1675,0.11498973305954827,0.23819301848049285,0,0,Moderate
1081,Product_79,Electronics,0.0034223134839151265,14,0.5,586.8499999999999,212.725,1089,0.023956194387405885,0.07186858316221766,0,0,Moderate
1087,Product_160,Electronics,0.025325119780971937,19.25,0,4841.03,139.13,450,0.17727583846680356,0.6647843942505134,0,0,Healthy
1088,Product_180,Home,0.006160164271047228,1,0,1726.56,191.84,535,0.043121149897330596,0.049281314168377825,0,0,Healthy
1090,Product_165,Home,0.019849418206707735,12.25,0,6375.46,260.55,1199,0.13894592744695414,0.3821013004791239,0,0,Healthy
1094,Product_13,Electronics,0.012320328542094456,6.333333333333333,0,4685.04,230.18333333333334,800,0.08624229979466119,0.16427104722792607,0,0,Healthy
1094,Product_26,Electronics,0.004791238877481177,4,0,2414.72,344.96,1662,0.03353867214236824,0.052703627652292945,0,0,Healthy
1094,Product_92,Food,0.006844626967830253,1,0,4469.9,446.99,1142,0.04791238877481177,0.05475701574264202,0,0,Healthy
1095,Product_100,Beauty,0.006844626967830253,21,0,4412.9000000000005,441.29,1375,0.04791238877481177,0.19164955509924708,0,0,Healthy
1095,Product_108,Food,0.010951403148528405,6,0,4194.92,272.88,219,0.07665982203969883,0.14236824093086925,0,0,Healthy
1095,Product_15,Clothing,0.01163586584531143,10.666666666666666,0,3360.13,158.66000000000003,1205,0.08145106091718002,0.2055669632671686,0,0,Healthy
1095,Product_176,Food,0.015058179329226557,13.666666666666666,0,7463.5,335.49666666666667,1544,0.1054072553045859,0.3112023728040155,0,0,Healthy
1096,Product_5,Electronics,0.002053388090349076,14,0,478.71,159.57,564,0.014373716632443533,0.043121149897330596,0,0,Healthy
1097,Product_168,Food,0.006160164271047228,23,0,564.6,59.335,1926,0.043121149897330596,0.18480492813141686,0,0,Healthy
1097,Product_59,Food,0.006844626967830253,16.5,0,3517.46,332.605,1875,0.04791238877481177,0.16084873374401093,0,0,Healthy
1099,Product_192,Clothing,0.013004791238877482,17.5,0,2910.81,197.59,1616,0.09103353867214237,0.3186173853524983,0,0,Healthy
1101,Product_31,Food,0.0027378507871321013,24,0,1428.96,357.24,1099,0.019164955509924708,0.08487337440109514,0,0,Healthy
1102,Product_117,Clothing,0.024640657084188913,20,0,13204.78,348.505,1950,0.17248459958932238,0.6652977412731007,0,0,Healthy
1103,Product_189,Food,0.004106776180698152,8,0,534.84,89.14,1883,0.028747433264887066,0.06160164271047228,0,0,Healthy
1105,Product_126,Food,0.002053388090349076,14,0,814.3199999999999,271.44,517,0.014373716632443533,0.043121149897330596,0,0,Healthy
1106,Product_9,Electronics,0.022587268993839837,12.333333333333334,0,11514.78,341.5966666666667,1005,0.15811088295687886,0.4366872005475702,0,0,Healthy
1108,Product_157,Food,0.02327173169062286,9.75,0,7378.289999999999,206.535,1242,0.16290212183436004,0.38980150581793294,0,0,Healthy
1111,Product_0,Food,6.844626967830253e-4,2,0,200.45,200.45,1828,0.004791238877481177,0.006160164271047227,0,0,Healthy
1111,Product_194,Home,0.006844626967830253,24,0,310.4,31.04,1751,0.04791238877481177,0.21218343600273784,0,0,Healthy
1113,Product_39,Beauty,0.00889801505817933,17,0,5634.98,433.46,708,0.06228610540725531,0.2135523613963039,0,0,Healthy
1114,Product_137,Electronics,0.013689253935660506,18.5,0,7142.4400000000005,347.535,1620,0.09582477754962354,0.3490759753593429,0,0,Healthy
1114,Product_39,Electronics,0.00889801505817933,17,0,2132.78,164.06,190,0.06228610540725531,0.2135523613963039,0,0,Healthy
1116,Product_179,Food,0.017111567419575632,16.5,0,5651.79,233.15,1580,0.11978097193702943,0.40212183436002735,0,0,Healthy
1117,Product_2,Electronics,0.0034223134839151265,9,0,1067.6,213.52,630,0.023956194387405885,0.05475701574264202,0,0,Healthy
1121,Product_100,Electronics,0.009582477754962354,14,0,5602.0999999999995,400.15,767,0.06707734428473648,0.20123203285420943,0,0,Healthy
1122,Product_50,Beauty,0.013689253935660506,14,0,4096.5599999999995,256.62,1812,0.09582477754962354,0.2874743326488706,0,0,Healthy
1123,Product_195,Home,0.009582477754962354,2,0,6978.72,498.48,1294,0.06707734428473648,0.08624229979466119,0,0,Healthy
1123,Product_22,Electronics,0.010951403148528405,22.5,0,1030.62,59.8,465,0.07665982203969883,0.32306639288158795,0,0,Healthy
1124,Product_193,Clothing,0.008213552361396304,25,0,1042.8000000000002,86.9,229,0.05749486652977413,0.26283367556468173,0,0,Healthy
1127,Product_74,Beauty,0.010951403148528405,15,0,3128.15,207.525,1375,0.07665982203969883,0.24093086926762491,0,0,Healthy
1128,Product_159,Home,0.004791238877481177,20,0,810.28,114.88499999999999,1768,0.03353867214236824,0.1293634496919918,0,0,Healthy
1129,Product_19,Clothing,0.0027378507871321013,6,0,211.68,52.92,1583,0.019164955509924708,0.03559206023271731,0,0,Healthy
1132,Product_57,Beauty,0.013004791238877482,21.5,0,4377.07,211.945,975,0.09103353867214237,0.37063655030800824,0,0,Healthy
1135,Product_199,Food,0.009582477754962354,20,0,6523.58,465.97,1531,0.06707734428473648,0.2587268993839836,0,0,Healthy
1136,Product_164,Electronics,0.0013689253935660506,6,0,835.24,417.62,1261,0.009582477754962354,0.017796030116358656,0,0,Healthy
1136,Product_61,Home,0.02327173169062286,19.666666666666668,0,2300.96,70.62,1006,0.16290212183436004,0.6205795117499431,0,0,Healthy
1137,Product_20,Home,0.01026694045174538,25.333333333333332,0,3786.77,290.3933333333333,937,0.07186858316221766,0.3319644079397673,0,0,Healthy
1138,Product_168,Clothing,0.004106776180698152,11,0,1170.01,224.745,388,0.028747433264887066,0.07392197125256675,0,0,Healthy
1141,Product_16,Food,0.00889801505817933,25,0,2415.78,264.985,1163,0.06228610540725531,0.28473648186173856,0,0,Healthy
1143,Product_145,Beauty,0.02327173169062286,5,0,5598.86,174.07999999999998,1202,0.16290212183436004,0.27926078028747436,0,0,Healthy
1143,Product_154,Home,0.009582477754962354,10,0,3884.52,181.5,1885,0.06707734428473648,0.16290212183436004,0,0,Healthy
1144,Product_65,Beauty,0.009582477754962354,14,0,804.78,51.199999999999996,1809,0.06707734428473648,0.20123203285420943,0,0,Healthy
1145,Product_35,Home,0.015058179329226557,8.333333333333334,0.3333333333333333,5742.92,247.87666666666667,832,0.1054072553045859,0.23089208304814057,0,0,Moderate
1145,Product_87,Electronics,0.0034223134839151265,29,0,274.6,54.92,1616,0.023956194387405885,0.12320328542094455,0,0,Healthy
1148,Product_117,Beauty,0.008213552361396304,13,0,4239.76,284.595,56,0.05749486652977413,0.16427104722792607,0,0,Healthy
1150,Product_143,Beauty,0.013004791238877482,22,0,4570.75,250.39,117,0.09103353867214237,0.37713894592744696,0,0,Healthy
1150,Product_41,Home,0.004791238877481177,18,0,3021.41,431.63,1772,0.03353867214236824,0.11978097193702941,0,0,Healthy
1151,Product_124,Clothing,0.006844626967830253,18,0,174.60000000000002,17.46,339,0.04791238877481177,0.17111567419575632,0,0,Healthy
1151,Product_168,Clothing,0.002053388090349076,22,0,103.02,34.34,1959,0.014373716632443533,0.05954825462012321,0,0,Healthy
1152,Product_151,Clothing,0.01163586584531143,15,0,4720.95,252.68,604,0.08145106091718002,0.25598904859685145,0,0,Healthy
1154,Product_120,Beauty,0.0027378507871321013,3,0,1717.76,429.44,1942,0.019164955509924708,0.02737850787132101,0,0,Healthy
1154,Product_18,Home,0.013004791238877482,16.5,0,7262.219999999999,377.65,1419,0.09103353867214237,0.30561259411362085,0,0,Healthy
1154,Product_47,Home,0.0027378507871321013,11,0,165.56,41.39,146,0.019164955509924708,0.04928131416837782,0,0,Healthy
1155,Product_58,Clothing,0.010951403148528405,14.5,0,2614.9100000000003,104.735,1024,0.07665982203969883,0.23545516769336072,0,0,Healthy
1157,Product_52,Food,0.013689253935660506,12.5,0,6122.52,292.325,1073,0.09582477754962354,0.26694045174537984,0,0,Healthy
1158,Product_68,Food,0.006160164271047228,15,0,3520.9800000000005,391.22,1086,0.043121149897330596,0.13552361396303902,0,0,Healthy
1158,Product_78,Electronics,0.015058179329226557,23.333333333333332,0,5359.52,185.09,1306,0.1054072553045859,0.4567647729865389,0,0,Healthy
1158,Product_96,Beauty,0.02053388090349076,19.333333333333332,0,9567.93,344.56666666666666,1177,0.1437371663244353,0.54072553045859,0,0,Healthy
1159,Product_31,Food,0.004106776180698152,8,0,39.36,6.56,962,0.028747433264887066,0.06160164271047228,0,0,Healthy
1160,Product_168,Beauty,0.006844626967830253,18,0,1421.4,142.14,653,0.04791238877481177,0.17111567419575632,0,0,Healthy
1160,Product_80,Electronics,0.002053388090349076,3,0,401.7000000000001,133.9,1848,0.014373716632443533,0.020533880903490762,0,0,Healthy
1161,Product_197,Food,0.008213552361396304,4,0,5604.72,467.06,1004,0.05749486652977413,0.09034907597535935,0,0,Healthy
1162,Product_158,Electronics,0.019164955509924708,15.25,0,8698.13,280.58500000000004,710,0.13415468856947296,0.4264202600958248,0,0,Healthy
1162,Product_175,Food,0.0027378507871321013,9,0,1462.2,365.55,689,0.019164955509924708,0.04380561259411362,0,0,Healthy
1165,Product_197,Beauty,0.03216974674880219,25,0,12503.460000000001,269.195,1062,0.22518822724161536,1.0294318959616702,0,0,Healthy
1165,Product_2,Home,0.017111567419575632,14.666666666666666,0,8919.529999999999,292.01,255,0.11978097193702943,0.37075062742413867,0,0,Healthy
1166,Product_119,Electronics,0.002053388090349076,23,0,1405.29,468.43,564,0.014373716632443533,0.061601642710472276,0,0,Healthy
1168,Product_147,Clothing,0.004791238877481177,18,0,1857.5300000000002,168.34333333333333,1054,0.03353867214236824,0.11978097193702941,0,0,Healthy
1173,Product_159,Clothing,0.006844626967830253,19,0,4987.200000000001,498.72,969,0.04791238877481177,0.17796030116358658,0,0,Healthy
1175,Product_178,Food,0.013689253935660506,15.333333333333334,0.3333333333333333,6921.8,388.9866666666667,47,0.09582477754962354,0.3057266712297513,0,0,Moderate
1176,Product_62,Beauty,0.010951403148528405,20.666666666666668,0,3859.93,174.95,221,0.07665982203969883,0.3029888204426192,0,0,Healthy
1178,Product_75,Electronics,0.014373716632443531,25,0.5,2188.81,105.005,1498,0.10061601642710472,0.459958932238193,0,0,Moderate
1179,Product_15,Beauty,0.01779603011635866,19.333333333333332,0.3333333333333333,10151.58,389.55333333333334,1996,0.12457221081451061,0.4686287930641113,0,0,Moderate
1179,Product_52,Clothing,0.0034223134839151265,6,0,363.65,88.645,401,0.023956194387405885,0.044490075290896644,0,0,Healthy
1180,Product_185,Home,0.012320328542094456,15,0,2386.4,150.13,402,0.08624229979466119,0.27104722792607805,0,0,Healthy
1181,Product_174,Electronics,0.009582477754962354,26,0,5918.5,422.75,933,0.06707734428473648,0.31622176591375767,0,0,Healthy
1185,Product_110,Beauty,0.004791238877481177,25,0,2713.6200000000003,387.66,171,0.03353867214236824,0.15331964407939766,0,0,Healthy
1185,Product_130,Clothing,0.004791238877481177,29,0,141.96,20.28,328,0.03353867214236824,0.17248459958932238,0,0,Healthy
1187,Product_114,Clothing,0.008213552361396304,9,0,4779.1900000000005,399.645,1237,0.05749486652977413,0.13141683778234087,0,0,Healthy
1189,Product_156,Beauty,0.01779603011635866,7,0.5,6264.31,240.935,41,0.12457221081451061,0.24914442162902123,0,0,Moderate
1191,Product_22,Clothing,0.01642710472279261,16,0,4391.26,286.96,1188,0.11498973305954827,0.37782340862423003,0,0,Healthy
1194,Product_101,Electronics,0.007529089664613279,5,0,4036.89,366.99,167,0.05270362765229295,0.09034907597535935,0,0,Healthy
1196,Product_38,Clothing,0.019849418206707735,16.666666666666668,0,7219.09,226.52,1817,0.13894592744695414,0.4697695642254164,0,0,Healthy
1196,Product_78,Clothing,0.014373716632443531,12.666666666666666,0,1739.37,102.89,465,0.10061601642710472,0.28268309377138945,0,0,Healthy
1197,Product_59,Food,0.004791238877481177,2,0,360.08,51.44,1813,0.03353867214236824,0.043121149897330596,0,0,Healthy
1199,Product_142,Beauty,0.009582477754962354,16,0,2145.01,155.765,262,0.06707734428473648,0.22039698836413413,0,0,Healthy
1000,Product_0,Electronics,0.017111567419575632,18.75,0,4148.63,186.6075,NA,0.11978097193702943,0.4406228610540725,NA,NA,Healthy
1000,Product_0,Food,0.004791238877481177,22,0,2670.5699999999997,381.51,NA,0.03353867214236824,0.13894592744695414,NA,NA,Healthy
1000,Product_0,Home,0.0027378507871321013,5,0,1448.92,362.23,NA,0.019164955509924708,0.03285420944558522,NA,NA,Healthy
1000,Product_1,Beauty,0.008213552361396304,3,0,5113.08,426.09,NA,0.05749486652977413,0.08213552361396305,NA,NA,Healthy
1000,Product_1,Electronics,0.009582477754962354,14,0,3741.92,267.28,NA,0.06707734428473648,0.20123203285420943,NA,NA,Healthy
1000,Product_1,Food,0.0013689253935660506,19,0,147.4,73.7,NA,0.009582477754962354,0.03559206023271731,NA,NA,Healthy
1000,Product_10,Beauty,0.015058179329226557,11.666666666666666,0,9433.82,329.06666666666666,NA,0.1054072553045859,0.2810860141455624,NA,NA,Healthy
1000,Product_10,Clothing,0.012320328542094456,17.5,0,7279.8,410.36,NA,0.08624229979466119,0.30184804928131415,NA,NA,Healthy
1000,Product_10,Electronics,0.013689253935660506,15,0,5223.8,261.19,NA,0.09582477754962354,0.30116358658453113,NA,NA,Healthy
1000,Product_100,Electronics,0.00889801505817933,12.5,0,1337.5900000000001,256.975,NA,0.06228610540725531,0.1735112936344969,NA,NA,Healthy
1000,Product_100,Home,0.00889801505817933,2,0,4561.7,350.9,NA,0.06228610540725531,0.08008213552361397,NA,NA,Healthy
1000,Product_101,Beauty,0.00889801505817933,16.5,0,3379.75,277.09000000000003,NA,0.06228610540725531,0.20910335386721424,NA,NA,Healthy
1000,Product_101,Electronics,0.01026694045174538,22.5,0,3162.51,211.14,NA,0.07186858316221766,0.30287474332648867,NA,NA,Healthy
1000,Product_101,Food,0.00889801505817933,12,0,2178.9700000000003,188.515,NA,0.06228610540725531,0.16906228610540724,NA,NA,Healthy
1000,Product_102,Beauty,0.01163586584531143,12.333333333333334,0,5227.610000000001,285.2166666666667,NA,0.08145106091718002,0.22496007300935433,NA,NA,Healthy
1000,Product_102,Electronics,0.01642710472279261,12.333333333333334,0,8322.85,344.0133333333333,NA,0.11498973305954827,0.31759069130732376,NA,NA,Healthy
1000,Product_102,Food,0.004106776180698152,1,0,626.76,104.46,NA,0.028747433264887066,0.03285420944558522,NA,NA,Healthy
1000,Product_103,Electronics,0.004106776180698152,7,0,2742.8999999999996,457.15,NA,0.028747433264887066,0.05749486652977413,NA,NA,Healthy
1000,Product_103,Food,0.010951403148528405,11,0,6319.74,397.685,NA,0.07665982203969883,0.19712525667351127,NA,NA,Healthy
1000,Product_103,Home,0.0034223134839151265,14,0,1773.65,354.73,NA,0.023956194387405885,0.07186858316221766,NA,NA,Healthy
1000,Product_104,Electronics,0.009582477754962354,18,0,2538.34,181.31,NA,0.06707734428473648,0.23956194387405882,NA,NA,Healthy
1000,Product_104,Home,0.0034223134839151265,23,0,1688,337.6,NA,0.023956194387405885,0.1026694045174538,NA,NA,Healthy
1000,Product_105,Beauty,0.0054757015742642025,5,0,379.84,47.48,NA,0.038329911019849415,0.06570841889117043,NA,NA,Healthy
1000,Product_105,Clothing,0.004106776180698152,23,0,445.7999999999999,74.3,NA,0.028747433264887066,0.12320328542094455,NA,NA,Healthy
1000,Product_105,Electronics,0.006160164271047228,15,0,4357.3499999999995,484.15,NA,0.043121149897330596,0.13552361396303902,NA,NA,Healthy
1000,Product_105,Food,0.008213552361396304,13,0,1857.84,154.82,NA,0.05749486652977413,0.16427104722792607,NA,NA,Healthy
1000,Product_105,Home,0.0054757015742642025,22,0,1269.44,158.68,NA,0.038329911019849415,0.15879534565366188,NA,NA,Healthy
1000,Product_106,Food,0.02053388090349076,20,0,5741.1,173.87666666666667,NA,0.1437371663244353,0.5544147843942505,NA,NA,Healthy
1000,Product_106,Home,0.010951403148528405,12.5,0,3364,168.97,NA,0.07665982203969883,0.2135523613963039,NA,NA,Healthy
1000,Product_107,Clothing,0.013004791238877482,17.333333333333332,0,2756.38,152.41333333333333,NA,0.09103353867214237,0.3164499201460187,NA,NA,Healthy
1000,Product_107,Electronics,0.004791238877481177,7,0,868.63,124.09,NA,0.03353867214236824,0.06707734428473648,NA,NA,Healthy
1000,Product_107,Food,0.014373716632443531,16,0,7040.04,263.695,NA,0.10061601642710472,0.3305954825462012,NA,NA,Healthy
1000,Product_107,Home,0.021218343600273786,18.333333333333332,0,11924.7,354.6933333333333,NA,0.1485284052019165,0.5375313712069358,NA,NA,Healthy
1000,Product_108,Clothing,0.021218343600273786,11.333333333333334,0,9284.4,271.46999999999997,NA,0.1485284052019165,0.38900296600501943,NA,NA,Healthy
1000,Product_108,Home,0.0034223134839151265,1,0,697.1500000000001,139.43,NA,0.023956194387405885,0.02737850787132101,NA,NA,Healthy
1000,Product_109,Beauty,0.018480492813141684,16,0,9771.01,357.995,NA,0.1293634496919918,0.42505133470225875,NA,NA,Healthy
1000,Product_109,Electronics,0.0054757015742642025,17,0,500.49,74.325,NA,0.038329911019849415,0.13141683778234087,NA,NA,Healthy
1000,Product_11,Beauty,0.008213552361396304,17.5,0,3973.6800000000003,370.155,NA,0.05749486652977413,0.20123203285420943,NA,NA,Healthy
1000,Product_11,Electronics,0.009582477754962354,2,0,2417.66,172.69,NA,0.06707734428473648,0.08624229979466119,NA,NA,Healthy
1000,Product_11,Home,6.844626967830253e-4,15,0,44.76,44.76,NA,0.004791238877481177,0.015058179329226557,NA,NA,Healthy
1000,Product_110,Beauty,0.0034223134839151265,24,0,1085.65,217.13,NA,0.023956194387405885,0.10609171800136892,NA,NA,Healthy
1000,Product_110,Clothing,0.006844626967830253,26,0,3914.5,391.45,NA,0.04791238877481177,0.22587268993839835,NA,NA,Healthy
1000,Product_110,Home,0.008213552361396304,14,0,3311.68,215.69,NA,0.05749486652977413,0.17248459958932238,NA,NA,Healthy
1000,Product_111,Beauty,0.012320328542094456,8.5,0,1314.3400000000001,122.405,NA,0.08624229979466119,0.19096509240246407,NA,NA,Healthy
1000,Product_111,Clothing,0.013004791238877482,20.5,0,6508.41,344.815,NA,0.09103353867214237,0.35763175906913075,NA,NA,Healthy
1000,Product_111,Food,0.008213552361396304,24,0,4936.799999999999,411.4,NA,0.05749486652977413,0.2546201232032854,NA,NA,Healthy
1000,Product_112,Clothing,0.0034223134839151265,13,0,812.8,162.56,NA,0.023956194387405885,0.06844626967830253,NA,NA,Healthy
1000,Product_112,Food,0.007529089664613279,15,0,106.48,9.68,NA,0.05270362765229295,0.16563997262149213,NA,NA,Healthy
1000,Product_112,Home,0.009582477754962354,8,0,5339.46,381.39,NA,0.06707734428473648,0.1437371663244353,NA,NA,Healthy
1000,Product_113,Beauty,0.008213552361396304,6,1,3117.84,259.82,NA,0.05749486652977413,0.10677618069815195,NA,NA,Moderate
1000,Product_113,Clothing,6.844626967830253e-4,29,0,154.28,154.28,NA,0.004791238877481177,0.024640657084188913,NA,NA,Healthy
1000,Product_113,Electronics,0.01163586584531143,20,0,4835.63,315.09,NA,0.08145106091718002,0.3141683778234086,NA,NA,Healthy
1000,Product_113,Food,0.01163586584531143,22,0,3876.0699999999997,263.23,NA,0.08145106091718002,0.33744010951403147,NA,NA,Healthy
1000,Product_113,Home,0.012320328542094456,20.5,0,2190.2799999999997,110.82,NA,0.08624229979466119,0.33880903490759756,NA,NA,Healthy
1000,Product_114,Beauty,0.0027378507871321013,27,0,1742.92,435.73,NA,0.019164955509924708,0.09308692676249145,NA,NA,Healthy
1000,Product_114,Clothing,0.010951403148528405,17.5,0,1891.12,90.55,NA,0.07665982203969883,0.2683093771389459,NA,NA,Healthy
1000,Product_114,Food,0.009582477754962354,13,0,1736.24,216.87666666666667,NA,0.06707734428473648,0.19164955509924708,NA,NA,Healthy
1000,Product_114,Home,0.01642710472279261,6.5,0,1756.68,73.19500000000001,NA,0.11498973305954827,0.22176591375770022,NA,NA,Healthy
1000,Product_115,Clothing,0.008213552361396304,15,0,2507.2799999999997,179.43,NA,0.05749486652977413,0.1806981519507187,NA,NA,Healthy
1000,Product_115,Home,0.0054757015742642025,19,0,2678.08,334.76,NA,0.038329911019849415,0.14236824093086925,NA,NA,Healthy
1000,Product_116,Food,0.0034223134839151265,16,0,1248.0500000000002,249.61,NA,0.023956194387405885,0.07871321013004791,NA,NA,Healthy
1000,Product_117,Clothing,0.007529089664613279,26,0,464.75,42.25,NA,0.05270362765229295,0.24845995893223818,NA,NA,Healthy
1000,Product_117,Electronics,0.0054757015742642025,7,0,84.56,10.57,NA,0.038329911019849415,0.07665982203969883,NA,NA,Healthy
1000,Product_118,Electronics,0.004106776180698152,23,0,1439.76,239.96,NA,0.028747433264887066,0.12320328542094455,NA,NA,Healthy
1000,Product_118,Food,0.006844626967830253,18,0,1666.9,166.69,NA,0.04791238877481177,0.17111567419575632,NA,NA,Healthy
1000,Product_118,Home,0.00889801505817933,14.5,0,4819.64,312.16499999999996,NA,0.06228610540725531,0.19130732375085557,NA,NA,Healthy
1000,Product_119,Beauty,0.008213552361396304,26,0,5204.04,433.67,NA,0.05749486652977413,0.27104722792607805,NA,NA,Healthy
1000,Product_119,Clothing,0.0027378507871321013,1,0,784.08,196.02,NA,0.019164955509924708,0.02190280629705681,NA,NA,Healthy
