feature,bin,training_pct,applicant_pct,bin_psi_contribution
credit_volatility_90d,"(0.137, 0.187]",0.10119797704857436,0.02304147465437788,0.11565465804415885
credit_volatility_90d,"(0.187, 0.222]",0.09934976561318615,0.03686635944700461,0.06194274616716885
credit_volatility_90d,"(0.222, 0.252]",0.09973620982240368,0.03686635944700461,0.06256991917299617
credit_volatility_90d,"(0.252, 0.28]",0.09945897810709545,0.041474654377880185,0.050716729560090254
credit_volatility_90d,"(0.28, 0.309]",0.10311339617252213,0.04608294930875576,0.045931540468596065
credit_volatility_90d,"(0.309, 0.339]",0.09988742712166272,0.04608294930875576,0.041623187330398236
credit_volatility_90d,"(0.339, 0.374]",0.09721592150141976,0.06451612903225806,0.013407544201890548
credit_volatility_90d,"(0.374, 0.424]",0.10105516071038527,0.12903225806451613,0.0068374885086636954
credit_volatility_90d,"(0.424, 0.747]",0.09856007527261118,0.5668202764976958,0.8191631658817841
num_fees_90d,"(-inf, 1.0]",0.2429641951039199,0.156,0.03853018931003367
num_fees_90d,"(1.0, 2.0]",0.2044205857150058,0.2,9.66437272580023e-05
num_fees_90d,"(2.0, 3.0]",0.19071021724885326,0.224,0.005356025207592543
num_fees_90d,"(3.0, 4.0]",0.14811734462422502,0.192,0.011387134086473629
num_fees_90d,"(4.0, 5.0]",0.09892131659861889,0.116,0.002720044006225476
num_fees_90d,"(5.0, 6.0]",0.058126249642959156,0.052,0.0006823027488037206
num_fees_90d,"(6.0, 15.0]",0.056740091066417996,0.06,0.00018211001354942623
free_cash_flow,"(-inf, 4717.634]",0.10000504057664197,0.028,0.09166357451736577
free_cash_flow,"(10876.593, 14410.426]",0.10000504057664197,0.076,0.006589077578770318
free_cash_flow,"(14410.426, 18686.28]",0.09999663961557202,0.096,0.0001630164957744413
free_cash_flow,"(18686.28, 24111.222]",0.09999663961557202,0.064,0.0160636263525963
free_cash_flow,"(24111.222, 31546.319]",0.10000504057664197,0.116,0.0023731657416116293
free_cash_flow,"(31546.319, 43317.928]",0.09999663961557202,0.156,0.02490578226577229
free_cash_flow,"(43317.928, 67860.521]",0.09999663961557202,0.156,0.02490578226577229
free_cash_flow,"(4717.634, 7741.96]",0.09999663961557202,0.064,0.0160636263525963
free_cash_flow,"(67860.521, 1594100.08]",0.10000504057664197,0.14,0.013455177524975992
free_cash_flow,"(7741.96, 10876.593]",0.09999663961557202,0.104,0.00015714917984619784
fe_reversed_transaction_count,"(-inf, 1.0]",0.6596098593679117,0.72,0.0052903377990471
fe_reversed_transaction_count,"(1.0, 2.0]",0.1931969017255574,0.16,0.006258813380833758
fe_reversed_transaction_count,"(2.0, 3.0]",0.09242737369155031,0.08,0.00179446991362322
fe_reversed_transaction_count,"(3.0, 9.0]",0.05476586521498059,0.04,0.004639252465856503
fe_min_balance_to_expenses,"(-inf, 0.016]",0.09998907865885931,0.592,0.8750146918014411
fe_min_balance_to_expenses,"(0.016, 0.0583]",0.10005628691203279,0.336,0.28581708537492145
fe_min_balance_to_expenses,"(0.0583, 0.0962]",0.09988826627909907,0.068,0.012262458015373855
fe_min_balance_to_expenses,"(0.0962, 0.133]",0.10022430754496653,0.004,0.30994969399358385
fe_min_balance_to_expenses,"(0.133, 0.173]",0.10013189619685298,0.0,0.6911277103527835
fe_min_balance_to_expenses,"(0.173, 0.218]",0.09863651256374283,0.0,0.679313338294677
fe_min_balance_to_expenses,"(0.218, 0.275]",0.10144245713373602,0.0,0.701500271980628
fe_min_balance_to_expenses,"(0.275, 0.349]",0.0999386724689792,0.0,0.6895998694186586
fe_min_balance_to_expenses,"(0.349, 0.472]",0.09967824048793192,0.0,0.687541197370472
fe_min_balance_to_expenses,"(0.472, 2.776]",0.10001428175379937,0.0,0.6901976757233754
fe_debt_to_assets,"(-inf, 0.375]",0.10016465883697095,0.148,0.01867476667837819
fe_debt_to_assets,"(0.375, 0.462]",0.09941697330174572,0.244,0.1298132009057405
fe_debt_to_assets,"(0.462, 0.529]",0.09966900213384411,0.264,0.16007390245360012
fe_debt_to_assets,"(0.529, 0.552]",0.03674580371994556,0.052,0.005296557211018611
fe_debt_to_assets,"(0.552, 0.574]",0.03482198363492783,0.04,0.0007178312728228772
fe_debt_to_assets,"(0.574, 0.641]",0.10027387133088025,0.1,7.490298373271056e-07
fe_debt_to_assets,"(0.641, 0.727]",0.09936656753532604,0.056,0.024869166310633715
fe_debt_to_assets,"(0.727, 1.294]",0.10027387133088025,0.0,0.6922505610214921
fe_debt_to_assets,MISSING,0.3292672681754793,0.096,0.2875069453821926
judgments_count,"(-inf, 1.0]",0.9408068283011577,0.86,0.0072568932427958845
judgments_count,"(1.0, 6.0]",0.05919317169884235,0.14,0.06956144545701028
fe_business_arrears_days,"(-inf, 2.0]",0.13486062805584959,0.036,0.13056749755021274
fe_business_arrears_days,"(10.0, 13.0]",0.07484416217215249,0.024,0.057827825651906466
fe_business_arrears_days,"(13.0, 16.0]",0.06182267251373557,0.012,0.08167747161603202
fe_business_arrears_days,"(16.0, 22.0]",0.09535090814389166,0.02,0.11768542812929517
fe_business_arrears_days,"(2.0, 4.0]",0.08810087874052791,0.004,0.26005574032022577
fe_business_arrears_days,"(22.0, 31.0]",0.09643463212191475,0.088,0.0007720098756255418
fe_business_arrears_days,"(31.0, 47.0]",0.09693868978611153,0.2,0.07464098437668895
fe_business_arrears_days,"(4.0, 7.0]",0.10785993917704186,0.02,0.1480528935472737
fe_business_arrears_days,"(47.0, 400.0]",0.09661945326545357,0.516,0.7025994127173001
fe_business_arrears_days,"(7.0, 10.0]",0.08788245375270931,0.02,0.10048421693760766
fe_business_arrears_days,MISSING,0.05928558227061176,0.06,8.557594053455603e-06
director_credit_utilization,"(-inf, 0.191]",0.10034107901943982,0.116,0.002270778715310604
director_credit_utilization,"(0.191, 0.318]",0.09978661558882336,0.164,0.03190328769541096
director_credit_utilization,"(0.318, 0.414]",0.1005006972797688,0.188,0.054798826818687786
director_credit_utilization,"(0.414, 0.48]",0.07551623905774821,0.128,0.027694764489278986
director_credit_utilization,"(0.48, 0.545]",0.07438210931330544,0.116,0.01849393953649058
director_credit_utilization,"(0.545, 0.642]",0.0998118184720332,0.104,0.00017215227530643074
director_credit_utilization,"(0.642, 0.771]",0.10017305979804089,0.096,0.00017756827117423437
director_credit_utilization,"(0.771, 1.3]",0.09964379925063427,0.036,0.06479466249788335
director_credit_utilization,MISSING,0.249844582220206,0.052,0.31053593327700124
fe_liabilities_to_annual_revenue,"(-inf, 0.0778]",0.09988826627909907,0.016,0.15363829792387174
fe_liabilities_to_annual_revenue,"(0.0778, 0.105]",0.10189611284265708,0.02,0.13334501326617937
fe_liabilities_to_annual_revenue,"(0.105, 0.127]",0.09725874337368628,0.052,0.028337909761707858
fe_liabilities_to_annual_revenue,"(0.127, 0.14]",0.05889123184327035,0.052,0.0008576034374822246
fe_liabilities_to_annual_revenue,"(0.14, 0.155]",0.06383103845152184,0.048,0.0045124563599490755
fe_liabilities_to_annual_revenue,"(0.155, 0.181]",0.09741836297497333,0.084,0.00198857355791807
fe_liabilities_to_annual_revenue,"(0.181, 0.22]",0.10154326951349625,0.196,0.06211754670098267
fe_liabilities_to_annual_revenue,"(0.22, 0.6]",0.09958582913981837,0.44,0.5057720054176393
fe_liabilities_to_annual_revenue,MISSING,0.2796871455814774,0.092,0.20868615854470424
default_flag_bureau_history,0,0.9401095485323521,0.916,0.0006263671507711628
default_flag_bureau_history,1,0.0598904514676479,0.084,0.008156253380743283
director_judgments_count,"(-inf, 1.0]",0.9665725759026833,0.924,0.0019176525471771167
director_judgments_count,"(1.0, 5.0]",0.033427424097316735,0.076,0.03496727030271359
fe_cash_flow_trend,"(-0.0001, 0.0101]",0.0748273602500126,0.012096774193548387,0.11431048269653198
fe_cash_flow_trend,"(-0.0102, -0.0001]",0.07546583329132853,0.036290322580645164,0.02868152373933692
fe_cash_flow_trend,"(-0.0243, -0.0102]",0.09936656753532604,0.024193548387096774,0.10619915771689208
fe_cash_flow_trend,"(-0.041, -0.0243]",0.10029067325302014,0.056451612903225805,0.025193818726290014
fe_cash_flow_trend,"(-0.064, -0.041]",0.100156257875901,0.08064516129032258,0.004227522734579532
fe_cash_flow_trend,"(-inf, -0.064]",0.10019826268125073,0.4475806451612903,0.5199292559042771
fe_cash_flow_trend,"(0.0101, 0.0243]",0.1001898617201808,0.05241935483870968,0.03094530981251677
fe_cash_flow_trend,"(0.0243, 0.0407]",0.09951778483458508,0.036290322580645164,0.06378293195497783
fe_cash_flow_trend,"(0.0407, 0.0639]",0.09987902616059277,0.036290322580645164,0.0643777506925401
fe_cash_flow_trend,"(0.0639, 0.245]",0.09994623384915234,0.16129032258064516,0.029357661815012016
fe_cash_flow_trend,MISSING,0.05016213854864997,0.056451612903225805,0.0007429336702729569
