business_id,reason_type,rank,feature,description,point_contribution
APP-00007,adverse,5,fe_director_credit_score,Director bureau credit score.,-6.237124088835444
APP-00007,protective,1,free_cash_flow,,2.584299699991828
APP-00007,protective,2,judgments_count,,2.353047774790244
APP-00007,protective,3,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,1.4632110782236816
APP-00007,protective,4,director_judgments_count,,0.7548546387206513
APP-00007,protective,5,num_fees_90d,,0.32385871610423544
APP-00008,adverse,1,credit_volatility_90d,,-8.504614871755338
APP-00008,adverse,2,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00008,adverse,3,fe_business_credit_score,Business bureau credit score.,-4.641111845928194
APP-00008,adverse,4,fe_director_credit_score,Director bureau credit score.,-2.948467644559505
APP-00008,adverse,5,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-2.623426313246872
APP-00008,protective,1,num_fees_90d,,4.871993346215178
APP-00008,protective,2,judgments_count,,2.353047774790244
APP-00008,protective,3,free_cash_flow,,1.3491110213688227
APP-00008,protective,4,fe_debt_to_assets,Total liabilities divided by total assets.,0.8494236917233762
APP-00008,protective,5,director_judgments_count,,0.7548546387206513
APP-00009,adverse,1,fe_negative_balance_days,Number of days with negative balances.,-13.293998017891731
APP-00009,adverse,2,credit_volatility_90d,,-2.849189795246395
APP-00009,adverse,3,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-2.0214135668482074
APP-00009,adverse,4,num_fees_90d,,-1.37740785037345
APP-00009,adverse,5,fe_liabilities_to_annual_revenue,Total liabilities divided by annual revenue.,-0.8937349286576866
APP-00009,protective,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,20.461903057643227
APP-00009,protective,2,fe_director_credit_score,Director bureau credit score.,8.53713995567958
APP-00009,protective,3,fe_business_credit_score,Business bureau credit score.,7.964291288680055
APP-00009,protective,4,fe_business_credit_utilization,Business bureau credit utilization.,5.013564845187844
APP-00009,protective,5,fe_debt_to_assets,Total liabilities divided by total assets.,3.7731027473151086
APP-00010,adverse,1,fe_negative_balance_days,Number of days with negative balances.,-13.293998017891731
APP-00010,adverse,2,credit_volatility_90d,,-8.504614871755338
APP-00010,adverse,3,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00010,adverse,4,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-2.623426313246872
APP-00010,adverse,5,fe_business_credit_score,Business bureau credit score.,-2.3295239519651583
APP-00010,protective,1,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,11.709106573753973
APP-00010,protective,2,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,5.962874647672288
APP-00010,protective,3,judgments_count,,2.353047774790244
APP-00010,protective,4,num_fees_90d,,2.010929213010523
APP-00010,protective,5,fe_debt_to_assets,Total liabilities divided by total assets.,2.0108985974473534
APP-00011,adverse,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,-20.554380280673865
APP-00011,adverse,2,fe_negative_balance_days,Number of days with negative balances.,-13.293998017891731
APP-00011,adverse,3,credit_volatility_90d,,-8.504614871755338
APP-00011,adverse,4,num_fees_90d,,-6.2408675297329035
APP-00011,adverse,5,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00011,protective,1,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,5.437679873886328
APP-00011,protective,2,judgments_count,,2.353047774790244
APP-00011,protective,3,director_judgments_count,,0.7548546387206513
APP-00011,protective,4,fe_liabilities_to_annual_revenue,Total liabilities divided by annual revenue.,0.07778567324250389
APP-00011,protective,5,fe_reversed_transaction_count,Cumulative reversed transaction count up to the snapshot date.,0.07366748787542682
APP-00012,adverse,1,fe_negative_balance_days,Number of days with negative balances.,-7.901692957839125
APP-00012,adverse,2,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-2.623426313246872
APP-00012,adverse,3,credit_volatility_90d,,-1.355380855435798
APP-00012,adverse,4,fe_min_balance_to_expenses,Minimum 90-day balance divided by monthly expenses.,-0.46218785404960144
APP-00012,adverse,5,fe_cash_flow_trend,90-day cash-flow trend.,-0.4140000361800056
APP-00012,protective,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,34.66293806753898
APP-00012,protective,2,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,11.709106573753973
APP-00012,protective,3,fe_business_credit_utilization,Business bureau credit utilization.,10.800529950239342
APP-00012,protective,4,fe_director_credit_score,Director bureau credit score.,8.53713995567958
APP-00012,protective,5,fe_business_credit_score,Business bureau credit score.,5.075043441117233
APP-00013,adverse,1,fe_negative_balance_days,Number of days with negative balances.,-7.901692957839125
APP-00013,adverse,2,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-0.780179343592776
APP-00013,adverse,3,fe_min_balance_to_expenses,Minimum 90-day balance divided by monthly expenses.,-0.4657799248479859
APP-00013,adverse,4,default_flag_bureau_history,,0.0
APP-00013,adverse,5,fe_reversed_transaction_count,Cumulative reversed transaction count up to the snapshot date.,0.07366748787542682
APP-00013,protective,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,34.66293806753898
APP-00013,protective,2,fe_business_credit_score,Business bureau credit score.,12.711852452434304
APP-00013,protective,3,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,11.709106573753973
APP-00013,protective,4,fe_director_credit_score,Director bureau credit score.,8.53713995567958
APP-00013,protective,5,fe_business_credit_utilization,Business bureau credit utilization.,6.759214482367955
APP-00014,adverse,1,judgments_count,,-25.1782604609213
APP-00014,adverse,2,credit_volatility_90d,,-4.959064187808683
APP-00014,adverse,3,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00014,adverse,4,fe_negative_balance_days,Number of days with negative balances.,-4.8680569924583885
APP-00014,adverse,5,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-3.524007708420735
APP-00014,protective,1,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,2.4804658329330675
APP-00014,protective,2,num_fees_90d,,2.010929213010523
APP-00014,protective,3,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,1.4632110782236816
APP-00014,protective,4,free_cash_flow,,1.3491110213688227
APP-00014,protective,5,director_credit_utilization,,1.2579709227977574
APP-00015,adverse,1,director_judgments_count,,-15.549679199311921
APP-00015,adverse,2,credit_volatility_90d,,-8.504614871755338
APP-00015,adverse,3,fe_negative_balance_days,Number of days with negative balances.,-7.901692957839125
APP-00015,adverse,4,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-3.524007708420735
APP-00015,adverse,5,fe_business_arrears_days,Business bureau arrears days.,-1.961162279722023
APP-00015,protective,1,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,11.709106573753973
APP-00015,protective,2,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,5.962874647672288
APP-00015,protective,3,fe_business_credit_score,Business bureau credit score.,5.075043441117233
APP-00015,protective,4,fe_business_credit_utilization,Business bureau credit utilization.,5.013564845187844
APP-00015,protective,5,fe_director_credit_score,Director bureau credit score.,3.1307804035859617
APP-00016,adverse,1,fe_negative_balance_days,Number of days with negative balances.,-7.901692957839125
APP-00016,adverse,2,credit_volatility_90d,,-2.849189795246395
APP-00016,adverse,3,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-2.623426313246872
APP-00016,adverse,4,fe_cash_flow_trend,90-day cash-flow trend.,-1.3260283120975773
APP-00016,adverse,5,fe_business_arrears_days,Business bureau arrears days.,-1.1968320306744686
APP-00016,protective,1,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,11.709106573753973
APP-00016,protective,2,fe_business_credit_utilization,Business bureau credit utilization.,6.759214482367955
APP-00016,protective,3,fe_business_credit_score,Business bureau credit score.,5.075043441117233
APP-00016,protective,4,fe_debt_to_assets,Total liabilities divided by total assets.,3.7731027473151086
APP-00016,protective,5,judgments_count,,2.353047774790244
APP-00017,adverse,1,judgments_count,,-25.1782604609213
APP-00017,adverse,2,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,-20.554380280673865
APP-00017,adverse,3,fe_negative_balance_days,Number of days with negative balances.,-13.293998017891731
APP-00017,adverse,4,num_fees_90d,,-6.2408675297329035
APP-00017,adverse,5,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00017,protective,1,fe_debt_to_assets,Total liabilities divided by total assets.,0.8494236917233762
APP-00017,protective,2,director_judgments_count,,0.7548546387206513
APP-00017,protective,3,free_cash_flow,,0.19804180029385973
APP-00017,protective,4,fe_director_credit_score,Director bureau credit score.,0.09565656539891064
APP-00017,protective,5,fe_reversed_transaction_count,Cumulative reversed transaction count up to the snapshot date.,0.07366748787542682
APP-00018,adverse,1,judgments_count,,-25.1782604609213
APP-00018,adverse,2,fe_negative_balance_days,Number of days with negative balances.,-4.8680569924583885
APP-00018,adverse,3,num_fees_90d,,-2.8408003994980424
APP-00018,adverse,4,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-0.780179343592776
APP-00018,adverse,5,fe_min_balance_to_expenses,Minimum 90-day balance divided by monthly expenses.,-0.4657799248479859
APP-00018,protective,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,34.66293806753898
APP-00018,protective,2,fe_business_credit_utilization,Business bureau credit utilization.,10.800529950239342
APP-00018,protective,3,fe_business_credit_score,Business bureau credit score.,7.964291288680055
APP-00018,protective,4,credit_volatility_90d,,7.338033457952572
APP-00018,protective,5,fe_director_credit_score,Director bureau credit score.,4.954496226162749
APP-00019,adverse,1,judgments_count,,-25.1782604609213
APP-00019,adverse,2,fe_negative_balance_days,Number of days with negative balances.,-13.293998017891731
APP-00019,adverse,3,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,-11.94586487502594
APP-00019,adverse,4,credit_volatility_90d,,-8.504614871755338
APP-00019,adverse,5,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-3.524007708420735
APP-00019,protective,1,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,5.437679873886328
APP-00019,protective,2,fe_debt_to_assets,Total liabilities divided by total assets.,0.8494236917233762
APP-00019,protective,3,director_judgments_count,,0.7548546387206513
APP-00019,protective,4,fe_cash_flow_trend,90-day cash-flow trend.,0.547911820625718
APP-00019,protective,5,free_cash_flow,,0.19804180029385973
APP-00020,adverse,1,fe_negative_balance_days,Number of days with negative balances.,-13.293998017891731
APP-00020,adverse,2,fe_business_credit_score,Business bureau credit score.,-8.683101937907402
APP-00020,adverse,3,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,-6.755373152878332
APP-00020,adverse,4,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00020,adverse,5,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-3.524007708420735
APP-00020,protective,1,judgments_count,,2.353047774790244
APP-00020,protective,2,director_judgments_count,,0.7548546387206513
APP-00020,protective,3,num_fees_90d,,0.32385871610423544
APP-00020,protective,4,free_cash_flow,,0.19804180029385973
APP-00020,protective,5,fe_reversed_transaction_count,Cumulative reversed transaction count up to the snapshot date.,0.07366748787542682
APP-00021,adverse,1,credit_volatility_90d,,-8.504614871755338
APP-00021,adverse,2,fe_director_credit_score,Director bureau credit score.,-6.237124088835444
APP-00021,adverse,3,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00021,adverse,4,fe_business_credit_score,Business bureau credit score.,-4.641111845928194
APP-00021,adverse,5,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-3.524007708420735
APP-00021,protective,1,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,11.709106573753973
APP-00021,protective,2,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,5.962874647672288
APP-00021,protective,3,fe_business_credit_utilization,Business bureau credit utilization.,2.722917313142548
APP-00021,protective,4,judgments_count,,2.353047774790244
APP-00021,protective,5,num_fees_90d,,2.010929213010523
APP-00022,adverse,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,-6.755373152878332
APP-00022,adverse,2,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00022,adverse,3,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-3.524007708420735
APP-00022,adverse,4,fe_liabilities_to_annual_revenue,Total liabilities divided by annual revenue.,-1.7592117099978195
APP-00022,adverse,5,num_fees_90d,,-1.37740785037345
APP-00022,protective,1,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,11.709106573753973
APP-00022,protective,2,fe_business_credit_utilization,Business bureau credit utilization.,6.759214482367955
APP-00022,protective,3,fe_business_credit_score,Business bureau credit score.,5.075043441117233
APP-00022,protective,4,credit_volatility_90d,,4.511334907155653
APP-00022,protective,5,fe_negative_balance_days,Number of days with negative balances.,4.254378608742005
APP-00023,adverse,1,credit_volatility_90d,,-4.959064187808683
APP-00023,adverse,2,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00023,adverse,3,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-3.524007708420735
APP-00023,adverse,4,fe_min_balance_to_expenses,Minimum 90-day balance divided by monthly expenses.,-0.1769919980503309
APP-00023,adverse,5,default_flag_bureau_history,,0.0
APP-00023,protective,1,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,11.709106573753973
APP-00023,protective,2,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,5.962874647672288
APP-00023,protective,3,fe_business_credit_score,Business bureau credit score.,3.479999779230398
APP-00023,protective,4,fe_director_credit_score,Director bureau credit score.,3.1307804035859617
APP-00023,protective,5,fe_business_credit_utilization,Business bureau credit utilization.,2.722917313142548
APP-00024,adverse,1,credit_volatility_90d,,-8.504614871755338
APP-00024,adverse,2,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00024,adverse,3,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-3.524007708420735
APP-00024,adverse,4,fe_business_credit_utilization,Business bureau credit utilization.,-2.640733523656876
APP-00024,adverse,5,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,-1.9825422756539428
APP-00024,protective,1,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,2.4804658329330675
APP-00024,protective,2,judgments_count,,2.353047774790244
APP-00024,protective,3,fe_negative_balance_days,Number of days with negative balances.,0.9657796669140056
APP-00024,protective,4,director_judgments_count,,0.7548546387206513
APP-00024,protective,5,fe_business_credit_score,Business bureau credit score.,0.2342288456261669
APP-00025,adverse,1,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-2.0214135668482074
APP-00025,adverse,2,fe_business_arrears_days,Business bureau arrears days.,-1.961162279722023
APP-00025,adverse,3,free_cash_flow,,-0.7839558191105869
APP-00025,adverse,4,fe_min_balance_to_expenses,Minimum 90-day balance divided by monthly expenses.,-0.46218785404960144
APP-00025,adverse,5,default_flag_bureau_history,,0.0
APP-00025,protective,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,20.461903057643227
APP-00025,protective,2,fe_business_credit_score,Business bureau credit score.,12.711852452434304
APP-00025,protective,3,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,11.709106573753973
APP-00025,protective,4,fe_director_credit_score,Director bureau credit score.,8.53713995567958
APP-00025,protective,5,fe_business_credit_utilization,Business bureau credit utilization.,6.759214482367955
APP-00026,adverse,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,-20.554380280673865
APP-00026,adverse,2,director_judgments_count,,-15.549679199311921
APP-00026,adverse,3,fe_business_credit_score,Business bureau credit score.,-8.683101937907402
APP-00026,adverse,4,fe_business_credit_utilization,Business bureau credit utilization.,-8.597081687085483
APP-00026,adverse,5,fe_negative_balance_days,Number of days with negative balances.,-7.901692957839125
APP-00026,protective,1,judgments_count,,2.353047774790244
APP-00026,protective,2,fe_liabilities_to_annual_revenue,Total liabilities divided by annual revenue.,0.07778567324250389
APP-00026,protective,3,credit_volatility_90d,,0.0
APP-00026,protective,4,default_flag_bureau_history,,0.0
APP-00026,protective,5,fe_min_balance_to_expenses,Minimum 90-day balance divided by monthly expenses.,-0.1769919980503309
APP-00027,adverse,1,fe_business_credit_score,Business bureau credit score.,-8.683101937907402
APP-00027,adverse,2,credit_volatility_90d,,-8.504614871755338
APP-00027,adverse,3,fe_director_credit_score,Director bureau credit score.,-6.237124088835444
APP-00027,adverse,4,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00027,adverse,5,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-3.524007708420735
APP-00027,protective,1,judgments_count,,2.353047774790244
APP-00027,protective,2,fe_negative_balance_days,Number of days with negative balances.,0.9657796669140056
APP-00027,protective,3,director_judgments_count,,0.7548546387206513
APP-00027,protective,4,fe_cash_flow_trend,90-day cash-flow trend.,0.547911820625718
APP-00027,protective,5,num_fees_90d,,0.32385871610423544
APP-00028,adverse,1,judgments_count,,-25.1782604609213
APP-00028,adverse,2,fe_negative_balance_days,Number of days with negative balances.,-13.293998017891731
APP-00028,adverse,3,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,-11.94586487502594
APP-00028,adverse,4,credit_volatility_90d,,-8.504614871755338
APP-00028,adverse,5,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00028,protective,1,fe_business_credit_utilization,Business bureau credit utilization.,5.013564845187844
APP-00028,protective,2,num_fees_90d,,2.010929213010523
APP-00028,protective,3,free_cash_flow,,1.042465580324365
APP-00028,protective,4,director_judgments_count,,0.7548546387206513
APP-00028,protective,5,fe_debt_to_assets,Total liabilities divided by total assets.,0.5028728142430084
APP-00029,adverse,1,fe_negative_balance_days,Number of days with negative balances.,-13.293998017891731
APP-00029,adverse,2,credit_volatility_90d,,-8.504614871755338
APP-00029,adverse,3,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-2.547013533874613
APP-00029,adverse,4,fe_liabilities_to_annual_revenue,Total liabilities divided by annual revenue.,-1.7592117099978195
APP-00029,adverse,5,fe_director_credit_score,Director bureau credit score.,-1.3123332573632478
APP-00029,protective,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,20.461903057643227
APP-00029,protective,2,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,11.709106573753973
APP-00029,protective,3,num_fees_90d,,4.871993346215178
APP-00029,protective,4,judgments_count,,2.353047774790244
APP-00029,protective,5,director_credit_utilization,,2.0461658399828875
APP-00030,adverse,1,director_judgments_count,,-15.549679199311921
APP-00030,adverse,2,credit_volatility_90d,,-8.504614871755338
APP-00030,adverse,3,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00030,adverse,4,fe_negative_balance_days,Number of days with negative balances.,-4.8680569924583885
APP-00030,adverse,5,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-3.524007708420735
APP-00030,protective,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,9.865010580117987
APP-00030,protective,2,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,5.437679873886328
APP-00030,protective,3,num_fees_90d,,4.871993346215178
APP-00030,protective,4,fe_business_credit_utilization,Business bureau credit utilization.,2.722917313142548
APP-00030,protective,5,judgments_count,,2.353047774790244
APP-00031,adverse,1,fe_negative_balance_days,Number of days with negative balances.,-4.8680569924583885
APP-00031,adverse,2,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-2.623426313246872
APP-00031,adverse,3,fe_min_balance_to_expenses,Minimum 90-day balance divided by monthly expenses.,-0.4657799248479859
APP-00031,adverse,4,free_cash_flow,,-0.20461939731471113
APP-00031,adverse,5,default_flag_bureau_history,,0.0
APP-00031,protective,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,13.650972568238105
APP-00031,protective,2,fe_business_credit_score,Business bureau credit score.,12.711852452434304
APP-00031,protective,3,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,11.709106573753973
APP-00031,protective,4,fe_business_credit_utilization,Business bureau credit utilization.,10.800529950239342
APP-00031,protective,5,fe_director_credit_score,Director bureau credit score.,8.53713995567958
APP-00032,adverse,1,fe_negative_balance_days,Number of days with negative balances.,-13.293998017891731
APP-00032,adverse,2,credit_volatility_90d,,-8.504614871755338
APP-00032,adverse,3,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,-6.755373152878332
APP-00032,adverse,4,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00032,adverse,5,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-3.524007708420735
APP-00032,protective,1,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,11.709106573753973
APP-00032,protective,2,judgments_count,,2.353047774790244
APP-00032,protective,3,fe_debt_to_assets,Total liabilities divided by total assets.,0.8494236917233762
APP-00032,protective,4,director_judgments_count,,0.7548546387206513
APP-00032,protective,5,fe_business_credit_utilization,Business bureau credit utilization.,0.7415335345714789
APP-00033,adverse,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,-20.554380280673865
APP-00033,adverse,2,director_judgments_count,,-15.549679199311921
APP-00033,adverse,3,fe_negative_balance_days,Number of days with negative balances.,-13.293998017891731
APP-00033,adverse,4,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,-10.874830202790402
APP-00033,adverse,5,fe_business_credit_score,Business bureau credit score.,-8.683101937907402
APP-00033,protective,1,judgments_count,,2.353047774790244
APP-00033,protective,2,fe_business_arrears_days,Business bureau arrears days.,0.49026819706509817
APP-00033,protective,3,default_flag_bureau_history,,0.0
APP-00033,protective,4,credit_volatility_90d,,0.0
APP-00033,protective,5,fe_min_balance_to_expenses,Minimum 90-day balance divided by monthly expenses.,-0.1769919980503309
APP-00034,adverse,1,judgments_count,,-25.1782604609213
APP-00034,adverse,2,fe_negative_balance_days,Number of days with negative balances.,-13.293998017891731
APP-00034,adverse,3,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,-11.94586487502594
APP-00034,adverse,4,fe_director_credit_score,Director bureau credit score.,-6.237124088835444
APP-00034,adverse,5,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00034,protective,1,num_fees_90d,,4.871993346215178
